Name_Category,ESM356_H_1_1,ESM356_H_1_2,ESM356_H_2_1,ESM356_H_2_2,ESM356_H_3_1,ESM356_H_3_2,ESM356_D_1_1,ESM356_D_1_2,ESM356_D_2_1,ESM356_D_2_2,ESM356_D_3_1,ESM356_D_3_2,CDC48_H_1_1,CDC48_H_1_2,CDC48_H_2_1,CDC48_H_2_2,CDC48_H_3_1,CDC48_H_3_2,CDC48_D_1_1,CDC48_D_1_2,CDC48_D_2_1,CDC48_D_2_2,CDC48_D_3_1,CDC48_D_3_2
YLR359W,31606.066,39486.375,30471.969,36097.28,29881.352,32284.469,26005.008,31210.887,26699.445,32750.176,25758.79,32198.094,32894.4,34302.64,30465.855,33003.188,35803.29,34809.836,27360.219,27819.312,28322.246,28942.752,30654.945,31694.785
YNL052W,15733.025,13178.771,16403.508,14452.356,15061.217,15201.217,16227.758,14283.426,10881.709,12050.113,13590.513,12619.533,12745.42,15735.098,12582.771,14891.414,18676.117,17154.652,14022.329,15442.039,14701.545,14035.205,16166.603,15752.9
YPL239W,5192.627,4630.3086,6703.565,5686.673,5208.8213,4984.963,4801.908,5213.3257,3334.045,4483.332,3830.764,3991.5051,4469.373,5849.7817,5088.565,5171.866,5395.505,5262.3003,4554.3496,4839.548,4374.8857,5249.2607,5208.961,5638.2856
YOR243C,7160.841,7048.0103,8523.584,7264.1816,7639.6094,7224.2812,7250.9834,7138.034,5138.3657,6170.629,5057.34,6293.998,6178.749,7429.132,8020.075,7480.2617,7310.756,8603.413,7546.573,7468.8457,4809.26,7390.63,8035.3154,7578.3486
YBR247C,3211.6296,2691.009,3397.9424,3209.3884,3095.8516,2875.8506,1967.4888,2295.192,1799.4075,1757.8899,1927.03,2146.9102,2840.562,2348.3154,2591.7163,2686.9712,2297.0332,2554.5137,2320.357,2676.2705,2370.3564,2429.9888,3200.284,2549.9639
YOR042W,30664.672,30766.227,35078.69,34537.4,32653.562,30586.148,28117.605,32360.379,25398.268,21074.492,28122.117,26329.12,32779.824,29317.309,32279.748,28813.092,26537.045,31145.076,22652.738,26932.508,30596.16,28189.613,29972.773,26978.434
YGL062W,21433.783,23510.912,23785.736,27215.07,23200.541,25015.14,19291.04,23614.662,19025.418,20420.145,20111.047,19063.521,21525.736,19298.582,17048.557,17085.676,20063.777,20548.031,19259.121,20496.463,21359.371,20765.184,21230.629,20446.559
YDL088C,2648.4248,3090.3606,3087.5737,3507.3098,2974.7588,3330.1428,2445.9597,3026.6953,1959.4534,2905.1519,2342.8215,2496.5876,2366.919,2384.06,2651.935,2366.979,2999.4678,3091.2808,3011.2183,2950.2927,2627.8203,3015.2546,2904.6602,2529.1704
YDL201W,4502.0083,6288.7944,4798.5054,5646.842,5021.3066,6424.293,4336.703,5859.135,3818.558,4650.1357,4093.5603,4219.7812,4968.9897,5106.466,5450.8022,4288.236,4974.5215,5673.4927,3960.6765,4581.3794,5954.554,4167.8535,5213.785,4595.44
YLR026C,2328.1045,2354.3462,2485.748,2751.3943,2375.6743,2533.0938,2411.273,2526.6287,1945.2621,2333.4348,1632.9663,2130.682,2568.9988,2015.6775,2215.848,2091.3594,2068.8152,2331.64,2000.8828,2981.1868,2061.8113,2214.3386,2107.1074,2407.6294
YMR047C,4255.991,4457.9517,4886.5767,5404.0728,4425.9604,4754.7383,3874.7002,3917.3105,3357.4487,4317.787,3174.3657,3673.0981,4108.7065,4476.0894,3555.4038,4257.924,4144.504,3772.5842,3559.333,3950.9136,3338.3257,3211.021,3381.7507,4127.1807
YNR046W,5201.486,5721.09,5911.2026,7367.536,6021.128,7248.7417,6421.0244,7523.048,4549.3047,5238.8076,3981.0144,4414.7905,5596.456,6653.7344,4204.9385,5455.798,5586.333,6624.7783,4224.5923,5426.128,4667.399,5590.5234,4449.6367,5570.168
YOL052C,4178.755,5122.6387,5681.1655,6566.7954,4741.0107,6535.368,4861.9424,6412.705,3335.9587,5382.1123,3933.5928,4715.839,3983.8901,5346.58,3591.935,4581.911,5036.283,5450.496,3413.9978,4099.549,3790.0625,4800.1704,3924.3643,5070.8975
YDR201W,1841.2155,2649.87,2956.5918,2828.5444,3223.0532,2565.1558,2487.6465,2409.3408,1858.978,2696.0352,1251.7875,2175.2666,2184.0205,2206.6667,1763.9602,1793.4103,2170.6055,2046.2053,1559.4976,2114.6,2000.9052,2201.8777,2122.4897,2188.1597
YLR324W,6945.0864,6794.126,7114.118,7944.015,6921.9033,6840.0044,6856.9126,7119.863,5747.6797,6596.374,5924.117,6314.821,6783.658,7538.493,6582.269,6878.2847,7201.9175,7982.8096,5541.3813,6334.379,5967.042,6379.1104,5970.7095,6261.466
YNL121C,32368.752,35027.344,37905.242,37965.12,33804.516,33508.203,35200,35931.406,31170.875,31619.238,29842.332,30193.154,34114.145,36983.02,31985.9,35143.6,33400.582,38548.7,27821.363,30175.98,31083.078,32379.045,31132.246,34131.46
YPL271W,36556.816,40767.164,41505.797,42585.22,38841.598,41360.68,43508.01,40453.984,33952.47,38794.586,33815.164,36956.758,42075.36,46106.883,35276.816,39176.875,41204.445,39507.734,33718.188,34314.906,35765.215,40620.5,32777.875,39722.176
YMR093W,4669.015,5065.467,5315.17,5198.31,5092.395,5389.4136,4896.892,5052.3223,4246.1353,4851.799,4044.2842,4361.7983,4956.57,5774.003,4710.321,4846.6816,5260.9062,5605.6084,4436.9814,5051.3037,4833.7017,4584.5513,4699.9414,5473.25
YEL026W,44325.16,46273.227,43465.6,44592.695,40866.48,47488.457,38928.555,44246.062,42679.477,42750.86,42884.582,41629.277,46118.695,46155.348,42962.7,43360.1,41768.84,42148.76,39270.188,40501.977,40215.22,41809.656,43014.875,42622.19
YPR163C,23574.447,26064.389,24578.84,25186.027,21017.033,23636.793,21403.176,21737.914,25891.938,23679.113,24018.686,21165.48,22825.277,27236.426,22376.07,24687.092,22376.922,22268.43,21662.75,21342.639,22195.805,23526.816,22933.953,22371.322
YDL097C,32271.588,32134.111,33052.2,26029.227,33311.457,34294.234,29557.828,32645.684,31606.387,32581.775,31947.596,31756.3,33127.438,31040.13,31760.96,31422.65,32694.773,31104.002,28311.709,28982.256,29980.621,28702.445,30176.625,30608.488
YJR104C,453119.25,382084.06,555911.56,431168.56,417604.3,433112.16,382143.06,376382,423648.94,435367.6,421111.72,481653.78,408019.6,433345.06,417936.44,438689.84,368823.94,398219.7,366672.7,388339.38,428838.75,437885.88,382420.3,426428.34
YGR083C,4656.253,3875.0518,4657.369,4070.8784,4409.431,4440.027,4546.6084,3630.582,4836.085,4267.07,4460.827,4812.3896,4795.5044,5065.54,4058.8267,4789.876,3946.9565,4364.403,4062.7874,3664.2673,4149.834,4675.129,4290.5073,4626.74
YHR113W,15054.362,14146.344,14751.794,14809.851,16795.877,12299.879,11930.999,11445.729,15075.33,16234.992,11536.817,16448.111,15741.365,15004.822,14456.476,15305.122,13846.998,15685.713,13402.16,14372.251,13555.669,15588.557,14664.623,17539.129
YOR095C,7446.388,8480.458,7839.0195,6562.616,8232.317,7195.8784,6884.2744,5851.753,9755.46,8966.371,6522.7266,8987.63,8143.91,8586.781,8274.936,7279.2476,7956.9087,8169.11,7208.5684,7908.765,8078.5884,7255.412,7355.874,8147.7383
YHL015W,178357.78,169344.11,182929.05,167115.69,173703.34,165474.16,182149.22,168770.5,193813.72,181750.98,191085.72,189077.14,185454.03,178906.39,196273.53,175322.2,177471.61,175583.02,159755.16,176394.56,174709.81,175869.12,172187.1,181945.44
YHR111W,5502.384,4360.744,5163.2603,5976.8237,5022.611,5872.3633,4891.294,5458.913,5334.3975,4860.3857,5484.6016,4905.686,5237.6436,5538.497,4685.595,5085.157,4807.044,5518.0103,4634.2163,4120.2324,4144.8604,4990.157,4765.1553,5739.817
YMR215W,23530.988,22708.297,19700.105,22323.56,21053.596,24684.514,21785.277,24079.453,22392.436,24251.205,22787.375,23079.44,20933.822,21791.895,21579.678,25152.848,20441.74,22224.102,21218.715,22931.26,14842.385,21619.766,23137.387,22309.586
YGL030W,165629.5,165940.56,131899.86,166902.97,153627.73,167559.88,164486.33,169502.12,175483.34,174138.17,166587.14,168953.2,164950.6,169944.23,158382.9,161671.3,152942.83,161876.56,128853.47,156153.66,121616.74,156620.39,147121.03,159478.61
YMR027W,30314.75,27932.48,29765.707,30795.428,28219.797,30814.848,29024.023,30863.48,29044.602,30278.537,29325.64,29998.771,31450.113,30763.762,29485.205,30347.209,26124.555,29090.883,27776.602,28943.816,21741.943,29928.395,31169.055,30685.074
YHR174W,1483735.4,1397559.1,1300170.8,1305188,1296843.5,1320451.8,1113341.9,1204831.1,1433281.9,1472307.1,1358578.1,1459775.2,1316293.5,1308912.4,1333170.5,1325512,1266680,1225230,1275646.2,1219828.6,1281145.8,1280708.2,1255899.2,1294663.6
YDR050C,1079388.8,1070788,984785.7,953491.8,996684.75,1018698.2,936783.9,893647.7,1031360.6,1109595.8,1104746.5,1079030,946426.6,959441.56,889148.4,910260.2,844692.9,838759.94,897515.94,875525.06,887732.5,915085.5,893552.75,927133.2
YDR381W,46957.098,49710.25,45983.89,49177.812,49041.56,50328.547,44566.246,49662.67,54155.004,56019.93,50541.6,51857.22,46386.6,45746.062,36957.773,51500.47,46536.85,45419.5,43302.633,42370.496,38969.797,43079.234,43497.09,41865.69
YEL013W,34330.117,34696.96,36147.137,36406.984,30445.236,35733.227,34988.36,37083.004,26516.357,32520.73,30559.979,32068.02,32180.56,28130.574,31260.098,29416.129,30742.656,28200.383,29464.062,27839.96,26578.668,28692.463,30574.805,27166.98
YML030W,10174.934,10383.618,10856.314,11454.307,10300.37,10545.217,11130.729,11522.579,8255.467,10227.627,8917.714,10064.935,12156.48,9194.494,8647.475,8486.629,9038.042,8992.569,11041.055,8824.001,6946.706,8392.707,9614.656,9566.332
YMR125W,17588.984,18705.32,18195.52,17557.93,18599.941,18424.352,16245.254,18418.232,16097.212,18890.102,17581.25,17834.836,15712.1,16269.22,15506.593,15791.787,14478.166,15052.441,19840.309,14046.3125,13838.165,14705.41,16212.395,15402.056
YJL115W,11395.463,11700.848,11606.055,12231.811,11882.722,11420.215,10370.564,12090.777,9637.288,11028.064,11080.174,10590.49,10642.505,9670.248,10926.473,9673.589,11511.121,10776.613,10374.838,11085.9,9170.795,10006.141,10311.935,9943.803
YDR289C,7912.2354,7594.625,8208.918,7957.8584,8263.135,7843.261,6613.3066,8388.359,7641.042,7617.2026,8146.86,7493.7314,7348.917,7780.4062,6631.1875,7276.352,7288.255,7346.963,6423.228,6747.622,6415.0874,6992.7324,7182.4214,7282.5156
YNL010W,47697.055,50500.84,46540.797,48859.49,48448.418,51501.363,42388.457,49782.586,44686.96,49219.12,47658.426,47654.25,46795.844,47324.6,39671.258,41318.527,43077.695,44923.42,44172.777,41959.73,44189.984,42643.19,45053.8,42966.91
YMR250W,72236.19,73344.695,68776.195,74477.78,72591.09,78055.25,69094.22,82095.01,75657.66,76467.1,76754.5,72462.6,77505.35,76422.836,68606.81,69649.75,71368.92,70733.79,66898.71,63209.08,66451.055,71293.516,66713.6,73250.914
YBL024W,20233.342,21252.842,20248.225,21569.223,18577.826,21992.207,20155.717,21189.8,19463.254,19127.71,19263.346,20243.86,19900.764,19306.719,18696.594,18786.912,19467.441,18689.982,17002.977,17858.121,18315.246,17994.2,18167.477,19580.623
YPL190C,10492.5625,10311.252,10577.148,11816.41,10443.174,11558.917,10946.311,12416.157,10859.102,11389.531,10028.356,11238.924,10361.713,10609.273,9558.886,10156.312,9788.749,10680.923,10012.198,9310.911,8898.4375,9743.833,10020.824,10617.383
YOR270C,44348.793,47225.547,46739.617,46852.992,42073.023,47949.9,49637.66,49821.477,46900.902,49717.234,47129.32,49234.75,46283.5,42500.047,43258.883,38644.08,44828.77,43904.426,41333.703,42126.258,40315.39,39903.418,45106.473,44061.418
YDR129C,87054.1,110947.71,102191.055,111140.29,101640.88,111368.195,102693.49,107307.625,105542.39,106756.16,105552.94,113436.67,100535.3,98631.06,96210.03,92577,96828.984,92593.5,93130.47,93333.53,98020.96,97327.016,99321.945,93217.47
YBR056W,28917.207,26338.715,28149.367,26559.174,25050.494,26981.26,27955.012,27360.22,28320.762,28753.445,26445.877,28165.244,30524.637,27494.46,25241.09,23251.512,27202.242,23078.598,23169.613,26724.588,24124.887,23624.727,25903.865,26173.611
YOR061W,7760.8657,7704.463,8430.402,8746.567,7796.608,8067.683,7944.8115,8465.146,8609.928,7571.0527,8657.036,8269.734,10171.223,8322.821,7472.3955,7009.2217,7133.212,6463.487,7066.265,7838.2188,7034.167,6708.92,7927.5166,7335.5557
YLR178C,79874.95,76306.73,94035.7,85176.14,73202.72,77847.88,78042.92,91211.38,88646.234,95705.97,86615.56,94665.59,90516.72,96366.1,72165.9,79450.86,75929.5,73697.375,69893.73,72939.875,76213.09,71427.05,74183.22,81998.91
YGL037C,172078.3,174305.69,187279.27,183123.05,177246.88,177294.72,189086.08,194287.42,193331.36,192913.55,177301.34,183647.98,187065.86,202068.4,148532.1,168299.14,159281.69,166815.5,172847.14,168246.38,152540.38,175778.6,171382.78,175350.16
YDR432W,49599.08,48755.75,47769.336,43248.93,46064.465,45852.074,45788.895,47684,48864.406,47816.523,46893.117,45761.305,49561.92,49103.33,42647.367,47564.836,43490.914,46640.758,42565.902,44871.195,41458.242,46800.656,29707.195,46606.145
YMR152W,10171.116,9197.781,9894.998,10216.215,8697.236,9522.295,9348.086,11121.616,9934.419,10472.653,9180.27,7886.7334,9246.2705,10622.564,8085.041,9862.685,8435.641,10381.997,7443.9136,9379.742,7304.6597,8575.64,7206.4224,8181.788
YMR244C-A,5741.126,4362.0527,5115.6304,5055.776,5247.911,5243.371,4609.836,5450.705,4520.0107,4939.7207,5031.831,4367.7812,4393.6934,6018.5474,3996.419,5880.9863,4117.7607,3323.8867,3814.4983,5247.4443,3813.4912,5637.8247,4265.074,3138.8228
YNL007C,121536.54,114430.375,135223.52,130576.38,128953.15,135769.56,131477.1,129718.17,124995.31,130508.64,123786.67,111089.67,116699.94,153795.22,102271.06,139684.88,108810.41,121389.56,119412.22,123754.48,105883.05,108322.875,113501.03,99829.79
YGL103W,160806.42,158696.89,157024.77,163632.9,145354.67,166090.16,145427.92,152945.19,170054.62,187240.97,141890.28,178063.22,189697.14,199275.81,87109.44,199676.06,150243.17,169461.16,142083.88,160846.97,144669.44,163086.78,154715.67,173790.97
YLR432W,27314.102,28029.713,25832.373,25846.8,24749.14,28954.781,23281.797,22308.48,27167.736,31454.387,25235.92,28447.62,25705.807,33941.89,21483.908,31672.465,22563.717,24150.336,21675.688,23959.908,21409.137,26819.535,24010.33,33020.863
YDR382W,204217.19,246098.4,200386.33,209714.58,197573.19,246370.22,199653.05,192216.36,223148.53,252728.66,207112.19,237396.22,231915.75,272575.16,209835.64,261063.19,183889.97,247597.9,181491.3,233546.9,186151.25,243938.72,188991.66,249851.47
YOR101W,3572.4785,3587.6655,3124.8008,3801.2585,3198.5383,3849.8018,2937.85,3727.958,3536.298,3936.1099,3279.0903,3594.6836,3187.516,4475.034,2626.4849,4106.247,3050.8933,2957.172,2723.8267,2759.2307,3078.8665,2902.6763,2775.1562,2996.0156
YNL216W,6107.77,7381.2407,5397.982,6326.9,6083.0386,6701.8643,5076.3315,5365.117,4533.1025,7525.585,5725.867,6906.576,5735.1074,6420.29,4143.2275,6489.0938,4461.4395,4755.7817,4719.5596,6345.4873,4847.8145,6233.3984,5440.47,5395.66
YBR072W,1839005,2207941.2,1586132,1846383.9,1722299,1692837.6,1392578.8,2022348.5,1807764.5,2422730.8,2144978,2251237.5,1839491.5,2017031.9,1538844.6,1798745.9,1461732.2,1512170.4,1371766.5,1903973.4,1556898.5,1766894.6,1459706.9,1781571.8
YBR025C,75056.28,109813.58,84144.195,67691.14,81071.516,82963.805,77852.27,95450.98,81938.22,128482.98,81811.16,125902.26,65719.46,83000.41,74742.93,82189.086,66518.61,81682.86,87360.32,78965.92,77709.43,92370.266,76914.94,85707.8
YLR419W,5148.8086,9069.695,6214.092,6710.349,6097.002,5047.345,5461.2188,7126.798,3197.3777,5674.1953,3197.4443,7260.5547,6690.0645,4471.7197,4841.141,6707.295,6707.925,2754.492,3976.4438,4267.3276,2291.6194,1921.2747,5780.284,2139.0193
YBR046C,19097.84,35008.06,20954.934,38873.418,19892.906,17612.395,18944.484,20910.43,23299.873,36938.56,17550.016,20144.596,20041.285,32816.85,9916.894,26978.87,18296.734,12808.139,14778.467,13539.021,18801.896,11891.146,16338.125,15529.068
YHR042W,45613.28,73361.78,64697.805,49514.59,44258.21,56774.926,46333.1,59469.65,46395.78,75535.07,45651.883,67155.08,86331.61,69004.42,41077.37,94147.234,38550.96,54924.88,45660.594,50862.39,46794.406,46200.65,50270.902,50101.1
YCL012C,2033.3787,2739.459,2364.1035,2984.6294,2312.5547,3177.6514,2308.1245,2588.1519,1892.2985,2917.3574,2002.1802,2521.9521,2495.604,2335.7156,1806.4875,2994.7183,2610.2495,2321.58,1760.729,2092.7864,1875.5736,2234.837,1831.2046,2168.3218
YOR168W,26315.145,27169.836,26505.912,28987.361,28883.174,26461.035,28710.043,28911.508,27254.727,30239.58,25122.41,25945.066,30510.982,28054.146,25911.252,30688.57,26581.996,26251.977,25366.564,25014.799,27465.059,25577.549,24002.104,32263.23
YGR267C,9758.96,10905.914,10518.441,10763.075,10444.357,10941.855,10088.105,11052.066,9859.428,10911.532,9647.674,10361.45,11091.113,10882.415,9439.945,11146.057,9411.951,10106.441,9032.016,10055.742,8877.605,9880.725,9528.512,11174.323
YOL087C,5688.8296,5458.0977,4740.1465,5240.2905,4656.4727,5428.702,5417.824,5449.226,4926.4897,5163.756,4890.764,5104.932,3575.012,5707.44,3914.3215,5328.4375,4285.3984,5350.8896,5005.7285,5144.167,5445.9453,5413.3813,5621.7227,5598.385
YBR205W,10479.891,9991.897,9681.811,11054.032,7201.551,10863.965,8037.5933,11471.055,9187.321,11239.35,8403.033,7897.6807,7740.952,9303.552,9176.246,8576.377,8978.307,7936.501,9914.516,9715.184,10448.045,9800.389,10390.3545,10801.563
YIL111W,13055.074,12753.084,8086.302,11589.984,7928.562,12463.96,8271.144,10758.406,10446.1875,12338.606,10597.166,12407.89,9051.215,11154.927,11426.162,10483.818,7786.1216,11297.861,11563.9375,10378.07,10854.577,11642.764,11733.408,12273.531
YJR143C,5180.858,5680.1514,3717.1055,4914.161,3813.296,4313.9863,3714.8542,5218.309,3977.5068,5041.36,5036.9775,4714.064,4321.4326,6338.9443,5110.2705,5020.8755,3865.838,4436.011,4377.299,5438.9473,4918.432,5079.1626,4800.9507,5463.7217
YHR128W,39736.05,43164.723,33834.86,46678.977,28674.738,39513.668,32900.39,43120.89,33582.598,38867.414,30828.566,39629.64,28873.867,37955.68,33550.55,38272.883,32222.691,38231.688,32949.695,35227.652,33681.875,38686.05,37278.504,38042.527
YKL054C,10741.661,11278.871,8012.982,11954.27,9521.465,11783.044,8082.088,9996.16,7498.8516,9497.009,8785.331,8031.116,6587.5117,8662.301,9088.074,10180.962,6316.011,10020.185,7992.19,10569.561,8827.414,11049.131,10543.786,11740.086
YDR429C,14855.557,16578.184,14476.253,16789.418,14309.904,17271.39,11923.649,18779.297,11983.161,14812.344,13508.934,16023.442,12781.542,17111.512,15643.647,15917.471,12905.036,18328.605,10932.153,17534.281,13925.775,17555.898,14537.06,18085.357
YKL151C,65413.46,57778.973,60706.203,64757.617,52515.26,63701.63,59164.96,66531.695,62907.09,65181.93,55583.08,62239.656,52587.977,67440.19,56606.03,66780.29,61050.81,63018.062,58280.62,60590.008,63608.594,57954.586,59526.043,65382.145
YGR094W,55118.477,56311.125,54194.1,59650.383,54487.145,58373.992,50721.418,58715.98,53206.71,56623.367,46387.367,51673.156,40321.16,59663.094,51450.086,56598.113,57139.703,56304.18,50991.477,56612.094,54214.305,54375.21,52798.695,60257.15
YMR183C,45705.348,44204.332,49761.742,43751.99,32900.38,43807.41,42310.566,45646.19,44828.78,42968.785,26427.52,41437.508,42659.516,45801.164,40156.164,42026.18,39885.285,39486.547,40501.547,39196.324,40228.887,40525.71,42662.08,43572.58
YOL004W,8680.334,8614.732,9336.517,8791.955,9180.727,9270.039,9973.045,9714.759,9831.143,10627.36,4525.1147,11424.68,7863.599,8964.449,7745.426,8433.563,7876.907,8440.318,8018.0254,8728.281,8020.112,8144.8003,8450.787,9102.727
YGR012W,8498.352,6951.143,8525.711,8243.387,8888.052,7510.8564,8070.009,8345.504,7630.0635,9356.986,7333.7207,8596.175,6563.086,8053.4253,6334.1904,7412.51,8498.509,7991.9873,7676.3267,8138.667,6775.6924,8826.453,6883.247,7655.557
YEL034W,276547.84,237366.69,291045.7,284777.53,267184.5,291236.3,240337.6,278775.1,268604.78,322978.25,237068.06,317801.16,249475.56,264389.2,257532.72,292950.88,257188.27,283903.3,268606,290392.75,300359.47,300440.8,274625.1,313723.6
YPR088C,9581.723,8204.997,5790.567,10056.246,8258.8125,8366.777,8218.529,10098.757,7990.6006,7762.9985,7670.673,10556.386,8473.741,9700.525,7299.577,7788.737,8934.698,7540.4824,5770.1523,6061.12,6689.3047,8244.301,7685.0806,8118.2783
YNL212W,8246.867,8696.795,7241.877,8300.95,7795.9824,8075.052,6599.6494,7749.6846,7667.8,8314.281,7676.501,8814.051,8419.908,8385.839,6771.9346,6301.3257,7176.777,6914.826,5475.3916,6055.9062,6696.0776,7507.248,6818.247,7550.698
YML057W,9835.891,9623.111,8940.131,11816.2,9104.809,11378.028,8436.484,10135.031,10054.338,9886.971,8896.624,11154.736,9865.73,9800.777,8870.077,8853.755,9385.476,10039.1,8607.804,9076.902,8775.833,8984.713,9098.068,9753.121
YNR019W,5910.509,6475.13,5204.5845,6384.4277,5510.543,6512.3438,5044.819,6020.295,6666.892,6426.1597,4956.464,6557.179,5713.033,6121.421,5313.115,4763.2656,5483.286,4991.1055,5556.879,5452.505,5469.372,5188.364,5269.1675,5433.709
YIL136W,71677.516,77550.99,67301.91,75130.32,67968.64,82002.266,62742.41,79279.13,74874.875,84782.69,71293.88,82944.336,70818.14,69720.234,64357.457,64325.64,66392.375,69264.69,62481.246,68240,67567.734,71991.26,72095,73777.266
YMR131C,6626.951,6658.8804,6523.166,6810.4023,6276.712,7116.866,5520.8906,6963.167,5585.556,6342.081,5441.337,6109.2275,6174.3643,6023.866,5596.283,5618.579,5483.7163,5595.2134,4884.045,5596.9316,5927.7295,5921.107,5349.201,6216.1763
YDL111C,3290.164,3558.5923,2843.567,3403.0215,3744.187,3591.74,2502.2573,3581.0984,2640.5469,3414.4888,3048.066,3272.477,3335.8792,2941.8633,2858.4492,2585.663,3165.6199,2796.7544,2610.2795,2924.0945,2688.1382,2869.788,2923.514,2915.3882
YHR069C,4026.25,4152.5713,4027.066,5004.9004,3992.351,4627.8687,3510.0173,4418.0913,3581.5693,4067.8667,3524.5386,3806.8691,4492.8145,4178.182,3914.6306,3613.0771,3877.3677,3999.232,3304.1982,3887.8203,3692.5896,4142.613,3823.0532,4012.9229
YBL017C,10812.381,11255.224,9982.111,11499.469,9347.148,10091.531,10212.533,12407.686,10171.34,11481.85,9257.948,9984.228,10261.633,10759.119,8627.518,9686.277,9535.807,9483.299,8349.716,9385.151,10395.36,10393.82,10898.9,11105.914
YPL117C,24829.107,25834.404,23303.246,27303.043,23591.822,24339.127,20645.596,27447.02,21917.633,26235.273,23694.885,24606.945,22464.79,24334.186,20851.963,22088.637,21854.09,22413.887,21552.074,17190.902,24608.05,25290.488,25370.266,26276.36
YMR304W,7385.762,7875.1143,6301.142,7052.2324,5151.478,7514.073,4713.1846,7453.0654,6729.8647,7703.465,6916.1045,7604.7197,7301.4175,7595.692,6252.8154,6565.232,6627.3267,6395.632,5851.9956,6419.809,5924.3535,6492.206,5783.631,6969.746
YBR052C,23523.26,27434.004,20311.129,26371.68,19388.803,24986.635,17641.893,26792.299,22437.771,26942.375,19818.416,26110.992,23947.164,25162.564,20077.56,22015.484,19939.805,21161.863,18242.484,21757.766,18475.096,23005.697,20756.947,24255.578
YMR072W,76989.77,93667.64,68978.945,94019.81,66568.8,94060.03,65402.773,87354.31,68930.29,96437.53,68816.52,91006.76,84643.98,94145.375,74082.45,84433.96,72860.484,89063.68,62367.312,77495.2,59474.43,80060.16,75212.63,88440.945
YMR110C,27292.574,30564.066,23691.371,30034.043,22906.785,31046.62,24673.49,32468.686,26089.043,32030.71,26427.309,31973.527,28666.219,29201.88,25280.023,26617.74,26511.799,27352.047,23864.14,26770.664,24687.025,28337.504,27301.035,28852.955
YBR149W,86706.31,98371.51,78103.484,105864.984,77422.35,100199.86,88992.34,119541.91,76081.64,111427.23,80264.19,103268.02,91904.164,93568.59,83507.016,87980.64,84961.266,88636.83,83204.91,90563.484,87963.81,95519.586,92778.336,100779.28
YNL315C,4600.2524,4695.4146,4273.49,5755.289,4239.4893,5290.1484,4160.736,5431.7197,4578.7266,5827.8877,4052.7588,4985.5396,5193.0225,5424.5527,4423.789,4868.313,4642.379,5324.463,4055.555,4706.889,4263.9585,4649.067,4474.4707,5258.179
YML026C,187946.69,208911.53,194599.06,223117.78,184448.1,223193.55,210193.12,247525.11,204605.22,233539.12,179452.38,215733.88,235975.16,247720.66,194684.23,206277.16,200896.27,220925.47,174669.66,199055.75,189881.02,202496.44,182182.75,216647.4
YMR054W,5258.514,6309.207,5761.037,6547.409,5290.817,6906.722,6057.4883,7340.8545,5671.7417,6158.859,5193.8667,6172.14,5976.4385,7649.572,5907.459,5723.648,5927.0615,5868.366,4687.1777,5712.256,4681.3574,5579.241,4693.4253,5682.5806
YML117W,3974.9092,3953.5845,3882.397,4175.6387,3516.5796,4063.3774,3712.9841,4799.533,2673.6392,4365.0513,3895.2454,4293.105,3975.897,4624.2886,3607.5142,4537.28,3683.153,4424.3804,3399.8071,4339.2637,3381.3364,4180.8125,4158.1646,4937.5127
YFL010C,44139.812,47304.4,46468.168,47813.746,45207.438,46104.977,43031.586,57975.156,40570.844,52027.19,45182.445,45907.56,47399.082,45949.3,41663.11,44459.26,40938.117,44717.05,40318.54,50143.594,38430.816,43297.242,43094.645,50528.645
YIL155C,33430.87,34400.055,34051.793,36340.03,33549.97,39294.45,33075.168,40530.67,34299.465,36635.29,35176.82,41168.46,30035.262,35536.883,28425.518,33893.473,29740.984,35479.22,28236.832,34308.867,29553.215,29599.88,31733.82,36656.82
YDR388W,39410.54,41855.547,34072.727,40649.633,32518.68,39083.51,33922.76,38044.758,34139.637,39312.086,34118.285,42581.25,33106,37858.03,31673.336,34712.836,25359.432,37312.855,30079.506,35275.184,34728.594,36353.36,32907.06,39840.562
YLR033W,6007.731,6486.0635,5451.0625,6769.2607,5278.9414,6682.1416,5390.2207,6452.6206,5076.446,6347.5684,5190.922,6616.039,5883.1865,6283.968,5260.882,6021.621,5091.127,6226.587,4835.128,6275.8916,5070.9424,6294.579,5759.156,6325.76
YKR065C,12318.559,12847.983,11943.9,13626.455,11641.66,14126.398,11166.619,14198.295,11931.381,13455.966,12576.551,13012.367,11069.744,13274.992,10314.721,12524.361,10551.861,13045.674,10068.352,11749.444,9963.069,12782.333,10385.189,13968.638
YJL178C,10987.316,13642.477,10825.708,14001.104,10762.928,14541.895,11311.201,14451.053,12477.76,13617.971,11756.239,13976.176,11033.857,13153.204,10654.281,11941.804,10376.01,12513.76,10571.929,13386.621,10909.577,12364.139,11265.364,13105.99
YBR139W,30210.723,37042.48,29775.707,36054.336,27672.479,32485.42,27815.023,36889.96,28683.393,37375.992,27381.436,39508.844,27503.64,36373.203,27315.02,33949.082,24306.062,31512.082,26661.586,35720.383,27607.787,36911.113,31562.553,38055.44
