Name_Category,ESM356_H_1_1,ESM356_H_1_2,ESM356_H_2_1,ESM356_H_2_2,ESM356_H_3_1,ESM356_H_3_2,ESM356_D_1_1,ESM356_D_1_2,ESM356_D_2_1,ESM356_D_2_2,ESM356_D_3_1,ESM356_D_3_2,CDC48_H_1_1,CDC48_H_1_2,CDC48_H_2_1,CDC48_H_2_2,CDC48_H_3_1,CDC48_H_3_2,CDC48_D_1_1,CDC48_D_1_2,CDC48_D_2_1,CDC48_D_2_2,CDC48_D_3_1,CDC48_D_3_2
YDL181W,7970.7246,4683.583,3231.787,8216.026,3806.1333,9273.179,4913.8765,7608.739,4916.51,8084.1377,2745.8706,9476.904,4741.7305,15331.023,3784.6362,12494.904,2620.3708,7205.834,4817.9434,6022.3105,3290.0945,5802.203,5292.502,8951.323
YHR030C,14011.358,4408.241,14724.469,15738.074,14921.975,15177.957,3091.824,4114.9746,16071.302,15454.744,11765.894,14211.239,7947.878,23828.48,6704.597,22328.615,6088.977,21670.285,4865.049,19219.705,4496.9336,20263.336,20099.254,17783.207
YMR220W,4584.0503,7050.8535,4266.9785,5470.77,6332.1587,6617.4736,4460.7715,4479.348,3929.544,7161.427,3527.2915,7860.09,8051.001,12263.847,3810.2104,7450.7515,4698.7603,7186.4863,3193.3262,7663.7607,3349.708,7552.9893,8596.932,7994.6475
YCL017C,15305.859,15012.378,10872.506,13386.371,12708.652,14740.122,9976.364,12787.635,14195.378,14044.419,12750.461,12390.832,13907.545,15367.403,13550.858,11251.563,13526.681,14372.01,13126.962,13532.404,13687.23,13523.639,13376.813,14770.976
YER048W-A,11467.919,10581.807,8607.458,10805.685,9532.153,11173.743,6680.3423,10458.227,10365.706,10746.044,9909.955,8307.862,12559.02,12224.1875,9968.636,11987.53,10545.434,11774.031,10010.442,9393.86,10519.193,10758.979,11117.608,11243.979
YCR088W,104194.92,100228.79,93945.39,100343.75,96497.71,106682.61,65218.453,115377.99,92104.39,95371.34,89496.23,92084.516,103666.83,118554.99,103341.15,109904.08,116603.23,116509.28,91758.83,85406.75,96242.59,105751.4,99982.5,110188.09
YOR232W,16277.464,15368.11,14373.334,14977.4795,14078.276,16579.135,7647.212,16778.225,15472.711,15971.865,11407.8125,15209.516,16110.414,16805.512,14660.559,15452.547,16031.6045,16155.051,13142.386,13140.424,14266.51,13781.108,14862.624,15685.177
YOR222W,11408.653,10672.621,10226.157,11298.073,10622.858,10862.363,6240.552,12677.596,11294.17,10927.494,10145.379,10088.022,11039.016,11676.963,9797.761,12672.8,10657.235,11018.315,9977.705,10083.73,8558.167,8925.739,10532.717,13518.49
YMR033W,7588.114,8027.788,4733.1343,8780.7295,7889.386,8394.173,4622.308,8362.065,7659.792,7870.472,4547.326,7819.3145,6814.5723,6906.747,7326.6016,7377.6763,7217.5713,7344.413,7438.101,7252.619,7569.8574,7470.73,7729.025,8135.81
YDR231C,6394.301,6612.65,5889.587,7403.5776,6087.9062,7269.0293,4927.6562,5873.744,6455.8174,5807.142,6348.835,7270.931,4807.4404,6435.2505,6455.6055,6918.967,6581.2153,7242.737,6287.244,6999.5693,6401.541,7565.76,7418.002,8158.284
YKL035W,167554.6,162688.1,167482.05,168795.06,161747.28,162010.05,108407.39,174148.4,165060.89,171184.14,163723.97,168983.19,177604.9,177088.88,162246.44,165306.52,167232.19,165292.3,151611.28,159652.64,158245.12,166577.2,161372.42,168196.4
YPL218W,108985.73,109213.3,108009.14,113762.945,101979.97,114117.734,73683.73,118132.41,109496.73,114981.34,103953.16,106822.63,111358.44,120671.28,102594.38,111110.61,109612.63,109102.03,102915.055,110020.67,101039.44,108557.89,111755.37,116605.76
YOL006C,12026.318,11875.118,10094.004,12120.027,9934.721,12244.372,9772.051,11239.456,11899.628,11989.161,11300.396,11980.474,13054.416,13121.896,10307.244,9552.702,11089.908,12434.972,11038.088,12514.215,11139.045,11904.44,12417.235,11849.221
YKL018W,2564.2842,2336.21,2020.621,2543.6191,2102.4773,2718.8013,2044.791,2707.1248,2240.4902,3063.5566,2302.7346,2528.2769,2714.3838,2750.713,2226.0205,2286.8325,2576.8618,2528.9683,2377.9321,2945.039,2515.2437,2360.853,2675.1658,2447.7832
YBR171W,13804.71,13271.357,12208.222,13527.822,9349.004,14364.762,12326.328,13439.024,12614.907,14304.068,12366.879,13325.305,13942.885,15291.238,12316.144,13793.36,12365.327,13290.179,12292.811,12983.609,11801.166,12673.394,13149.064,14218.8125
YKR018C,23915.234,24063.97,20976.06,25585.56,19078.303,25258.742,21135.57,26135.67,20666.121,25733.941,22313.191,24978.217,23747.594,25098.242,21491.812,23657.896,21168.129,23205.07,23155.102,22912.273,23266.76,24982.94,24614.775,26421.572
YOL012C,19036.072,18533.19,17389.055,19374.879,16432.418,19476.47,18566.29,20033.377,18033.85,20424.129,17192.885,18876.83,21192.334,20448.81,17592.518,17887.088,17160.432,18230.4,16653.719,17222.725,16585.764,17918.004,18345.66,19040.23
YPR036W,57287.78,56316.477,51262.883,56714.71,49518.24,56229.42,51705.39,59445.6,53749.016,59300.44,48592.117,58309.426,68465.99,61659.547,55415.258,54796.42,59053.54,57383.414,53217.066,55511.906,52576.32,56172.453,59689.344,57927.6
YOR128C,39311.074,37786.633,36342.89,38884.125,35415.62,31924.598,32046.48,33474.773,30654.086,33609.008,31386.688,33039.645,35453.51,35957.113,33731.48,30479.027,35323.555,36649.617,27596.578,29190.887,28619.883,30506.27,30961.078,30304.197
YLR335W,14526.119,15043.525,14537.2,14355.295,12676.233,14042.911,11485.713,12973.346,13219.117,14506.932,11808.316,13993.363,13630.309,13785.941,12250.135,12101.538,13279.258,13513.4795,11328.692,11625.655,12145.606,10863.883,13136.271,11510.352
YMR062C,37375.773,38876.996,34683.297,33986.668,34250.152,32687.133,31042.09,32626.16,29866.742,25838.266,28044.703,26086.486,31652.754,28177.707,26491.793,24542.326,31842.785,29003.328,24376.121,22843.547,22400.285,19320.447,25227.293,23932.389
YAR015W,38813.895,39193.555,39129.117,41351.05,38367.977,39280.297,33521.652,34444.742,30925.223,30732.004,30365.088,32291.164,36257.69,33374.645,32740.305,30476.219,37258.79,36530.297,26173.102,24866.389,26019.512,25354.73,29732.71,27824.047
YDR481C,9675.692,9542.406,9675.374,9850.811,9231.511,9462.312,8267.23,8941.775,7854.7197,8151.3906,7321.9443,7840.693,8283.41,8024.883,7597.4863,7723.346,8384.789,8288.572,6434.9624,6845.8604,6673.785,7043.6567,6783.872,6988.4624
YLR089C,13708.342,14206.014,13376.505,14795.143,10897.633,13296.873,9638.13,11287.725,9996.125,10217.195,9819.896,10516.671,10580.933,10941.3,10949.673,11821.971,12041.552,12604.2295,8308.285,9798.004,8285.035,9730.326,8836.5205,9696.676
YLL041C,12386.889,11373.498,12949.258,12660.752,12375.755,11079.191,8748.913,8961.182,8783.944,8808.188,9018.666,8901.504,10722.832,10171.604,10609.563,10144.05,14060.194,14182.094,5099.238,8020.6494,8376.411,7868.217,9329.309,9022.766
YFR001W,5996.8965,6382.7686,6308.441,6383.1484,6175.916,5674.3,5384.536,4855.7793,4675.3994,5104.1133,4657.6465,5547.0757,4737.4604,4216.2393,5013.33,4597.865,4758.094,6668.9287,2995.3704,3292.0508,3714.188,3384.2766,3464.6782,3589.1206
YJL200C,4942.67,5470.721,6012.111,5986.294,5654.1123,5477.0723,3732.0962,4747.644,4089.813,4415.5,3515.1245,3828.6938,3787.6719,4088.8262,3749.8032,3746.461,4819.745,4718.0093,3326.7412,3634.063,3880.4058,2795.5352,3412.9167,3753.686
YMR300C,9623.647,11945.529,12232.627,13160.75,13036.27,11168.734,9651.712,9993.444,8632.018,8976.597,8947.647,8652.163,10030.721,8957.884,9384.738,7893.139,10377.708,10520.465,7364.4346,7547.2236,7372.327,7743.285,7389.551,7656.6826
YIL036W,2833.3337,2646.274,3287.5605,3461.0889,2804.0215,3329.5742,2725.02,3215.6006,2697.5645,2219.0764,2611.38,2845.9426,2498.492,2208.9734,2345.147,2004.5062,2750.6567,2775.6597,1351.5526,2012.3757,2123.7458,2199.5574,2601.812,2177.4292
YDR070C,89470.664,83049.55,92963.8,88164.33,88122.89,77670.555,73143.12,72821.516,75096.34,79817.95,73214.71,74496.21,68866.01,63942.465,62409.438,65827.74,47139.277,68886.27,54097.27,59435.52,56644.734,63641.48,58190.01,68902.586
YDR194C,20477.613,19706.623,22531.527,20312.27,21190.814,19271.918,19661.064,17750.18,19670.78,18441.322,18962.3,17765.94,15297.1045,16506.117,15470.218,17660.41,15786.755,15802.405,13877.772,14745.274,14524.534,16232.145,15329.308,17088.633
YGL156W,44477.36,43439.547,36955.906,40509.97,41570.36,46285.984,38260.484,42841.46,44355.98,46921.25,43067.043,43412.15,34235.727,37563.094,27637.623,32332.797,32141.172,30022.793,23155.5,28320.441,32088.857,31532.707,34556.855,33378.906
YDR397C,6268.655,6858.2905,6488.0825,6595.585,6472.469,6474.2686,5537.854,6198.2153,5811.0293,6037.1387,5711.548,5950.885,4714.143,5074.4175,4722.4316,4525.501,4595.8813,4750.263,3136.074,4997.349,4488.675,4715.0747,4803.2456,5156.859
YNL002C,4084.7473,3900.54,3889.5532,4733.9053,4079.2915,3903.2742,3046.6035,4393.4966,3330.3577,3429.0845,2435.6265,3361.2488,3277.9604,2693.559,2748.8206,2471.8506,2974.9102,2874.967,2294.9294,2043.0674,2590.6555,2356.414,2522.799,2523.8154
YBR280C,5163.28,5172.1724,5327.1353,5563.37,4080.1143,5394.8257,5515.1113,5874.403,4691.727,5307.014,4011.1934,5047.533,4054.3723,3606.2908,3752.9302,3342.3516,3255.7031,3603.3457,4062.8997,2761.354,4134.227,2505.6335,3766.2234,3369.8691
YGR271C-A,2515.2988,2438.4988,2584.3833,2654.0708,2521.7495,2641.3096,2419.2097,2777.1194,2279.8481,2349.7695,2144.8022,2351.312,2048.1162,1691.508,1899.677,1792.9329,2135.0996,2044.1135,1786.5974,1742.2341,1757.8628,1825.5144,1858.3993,1752.8445
YOR221C,4273.9233,3756.1187,3769.398,3516.2827,4335.6104,3392.5564,4486.683,3347.4268,2660.436,3161.937,2513.6897,3606.8535,2627.9363,2650.9248,2788.8232,2903.121,2765.2773,2979.616,1731.6085,1034.8678,1914.4702,1411.7789,2358.6226,990.61896
YDR272W,12710.041,11990.387,11455.867,10875.935,11311.194,11713.537,7644.6753,7570.004,7345.711,8523.453,7831.553,8366.172,7270.9805,8810.121,5723.9854,6660.6284,9009.49,9654.939,3630.882,4295.5283,2846.2402,3739.2595,4558.785,5079.5957
YDR019C,31457.217,26827.059,34703.773,30966.877,33612.125,27031.506,22737.225,20992.074,22385.336,18167.121,21981.135,19133.117,21444.303,17918.238,20935.95,17461.406,23907.357,20030.383,13884.18,9555.19,13563.861,9761.026,15130.883,11585.042
YMR120C,59104.445,59423.28,67953.31,66452.445,82214.305,57991.645,68869.05,53960.52,44725.39,41466.84,41169.17,38102.625,40087.695,33230.344,36335.203,30389.414,48608.82,43107.89,32328.146,26662.008,35920.977,25932.123,28760.492,24370.943
YMR189W,22121.414,25730.793,25065.146,24937.498,21593.422,23971.428,19021.004,21092.588,17425.363,18847.717,17524.133,19182.605,16412.164,12965.16,15001.684,13038.023,18357.291,17179.559,12392.188,12815.08,11011.58,9324.189,13064.272,11911.717
YIL116W,32524.898,32503.52,30921.932,34265.004,29985.883,33790.39,27263.918,29540.8,22192.217,28070.959,23781.879,25865.531,19976.273,21660.035,17144.424,17119.887,21584.055,21192.834,18208.777,18703.723,17099.283,18702.547,20941.943,21283.22
YCL030C,66661.875,68528.35,68448.57,68006.625,63803.457,62942.8,61813.816,61565.445,53024.766,55646.69,53418.695,53393.15,50728.28,48002.227,39081.04,39264.062,53977.73,49491.523,42907.08,43330.703,34752.625,32656.773,44547.195,42317.266
YGL256W,605639.94,579803.2,550602.2,549048.3,603419.1,568196.1,590147.25,534439.94,525079.94,529618.56,478307.8,478672.62,427567.94,376743.44,275070.22,309464,448357.3,460797.06,372760.3,353786.47,345631.38,320410.25,410629.06,358515.97
YNL169C,6991.69,7807.1494,7868.001,8148.3457,8279.385,8052.995,7868.124,7964.825,7155.751,7361.648,7158.7583,6790.866,5268.7744,5267.431,5618.2085,5522.907,5648.4824,6352.4097,4919.2656,4961.831,3990.723,4872.2812,5184.0576,5189.4336
YDR071C,42528.703,32808.066,50410.33,39086.684,47347.33,44810.33,45536.42,39521.426,43795.312,44099.117,35057.457,40989.152,26458.346,28708.74,30614.305,28064.592,34437.266,33216.125,28229.361,29536.162,27044.223,27491.205,29029.922,27065.957
YGL150C,5952.9688,6673.364,6176.423,5721.036,6150.7,5811.491,5585.026,5621.3154,6474.279,6134.368,5622.9834,6240.5684,4463.116,4500.8174,4488.0693,3640.1096,4772.46,4706.5996,3772.1257,3867.0444,3960.254,3722.1936,4739.488,4343.754
YKL214C,13702.589,12797.942,13864.16,13521.998,13092.527,14103.313,12385.725,13632.158,12141.793,12474.7,14202.082,12752.113,9001.861,9339.468,8403.747,8525.044,8305.543,9230.817,8784.544,9946.883,9318.382,9689.752,11382.969,9978.322
YOL151W,67475.17,65166.625,58610.723,63764.957,63439.25,69407.14,59565.6,66429.85,64441.105,65175.76,64889.34,68632.3,45616.742,47456.508,38013.15,43777.633,46157.89,45686.51,46889.6,48202.96,48835.5,46128.023,52880.05,50596.586
YCR083W,41982.36,40685.168,42435.812,37768.375,42023.53,38891.695,39057.35,35123.77,40348.387,39294.305,36802,37279.54,28296.455,29633.258,25523.57,25089.72,27028.73,27338.559,27802.568,27009.943,29763.63,28937.434,29956.693,29763.637
YGL196W,3280.1582,3353.583,3541.5208,3494.5078,3245.3857,3152.3818,3425.358,2501.7156,2971.7202,2928.6692,2985.3967,2685.5854,1771.2336,2448.4685,1827.9414,1996.2002,1515.9653,1883.5316,1823.145,1825.7107,1945.4065,2576.6338,2036.7327,2065.0645
YPL139C,5807.3975,5612.46,5954.5977,6140.1333,5311.8267,5790.907,6210.995,4711.7666,5329.737,4105.648,4976.4604,5620.061,3440.4458,3835.0625,3538.1575,3241.0024,3960.1692,3837.2686,3843.4443,3084.9492,3964.232,4259.7207,4267.7046,4192.988
YBR227C,5636.21,4903.9106,5388.501,5059.038,5198.691,5065.914,5038.469,5284.634,4381.9443,4962.171,4611.2007,4452.875,3291.1055,3470.5918,3368.0315,3551.982,3567.4038,2858.0747,3410.8118,3604.1462,3629.1472,3343.206,3296.2046,3477.3733
YDR225W,151081.31,160961.56,164923.69,143300.38,151303.94,134873.05,157822.56,144498.47,160007.64,153210.4,144071.56,130245.89,92608.32,89209.29,94981.87,86839.15,97034.33,83979.66,117363.766,116103.67,127198.56,120943.89,99669.46,98418.375
YJL153C,33899.2,34169.42,30073.336,32248.246,32530.662,33645.766,32390.162,34065.375,28435.26,28396.88,30582.582,27781.23,16663.754,21285.842,20755.49,15151.128,23482.54,16953.906,20081.844,22808.342,19186.03,21184.371,22665.389,19445.854
YGR029W,8170.8,8025.2246,7655.9795,8593.288,8157.4297,7675.9893,7760.0293,8120.9766,7790.1445,7855.615,8038.3115,7793.823,5454.909,5317.1943,4912.776,4371.6836,5207.8594,5570.0957,5489.0923,4677.392,5498.8037,4840.5996,5925.61,5514.258
YGR043C,122949.766,125638.95,119373.945,123446.22,124644.41,136224,121637.3,140585.94,127709.78,135146.58,126133.25,129348.445,89739.92,91683.81,72415.17,74615.34,76822.86,75764.85,81710.67,86970.46,84971.484,88668.96,82939.78,88047.055
YGL258W,34859.152,33259.73,29593.887,36478.332,33703.395,30511.828,30313.834,36109.734,33519.484,29744.145,28845.342,31780.451,21491.314,21866.463,18278.791,17623.436,20402.64,18795.082,13416.205,12757.975,9984.515,13379.086,14673.063,13490.21
YGR088W,108031.375,106701.45,104804.42,102961.64,112745.6,107223.016,107814.96,123403.66,95064.03,93347.89,100198.34,95810.516,56856.71,58446.297,46166.805,49349.477,63787.156,63339.08,57302.3,58980.49,52563.406,53376.14,62845.418,53881.13
YFL034C-A,12961.406,14158.3545,10424.426,14900.606,12530.54,13839.259,12882.697,15448.522,12409.088,13773.131,12273.06,12448.133,7811.7544,8703.095,7441.5186,9001.307,7581.1636,9398.743,6540.175,7430.5127,6940.8633,7206.4756,6639.993,7421.6973
YIL015W,15470.639,14873.886,18632,16900.012,16539.984,16059.689,18200.072,16738.686,13986.725,14684.276,14964.569,13241.865,8400.412,8435.076,9677.6875,9225.804,11153.852,10865.964,9394.907,8725.022,10263.522,9622.176,9205.914,9718.108
YJL066C,11181.266,11972.762,13721.822,13456.189,12848.725,13535.719,15521.875,16945.684,12217.013,13911.413,10507.1455,10673.616,9082.308,6610.1885,7585.2344,5495.7593,8663.352,8097.884,8470.277,7374.752,9052.281,7670.477,8731.843,7481.9497
YBR137W,7013.215,5491.3877,8290.398,7881.198,6972.3223,8365.436,8884.701,8917.3,8314.197,7884.872,8590.491,7391.022,4936.406,3649.4353,5889.338,4292.211,5676.347,4095.3433,5208.631,3863.442,6444.7217,3794.6257,3845.27,4448.7856
YHR216W,14425.913,21661.996,26441.285,25316.242,23884.908,22946.889,22721.797,25029.297,24639.836,24419.15,22741.877,22241.83,13105.255,13140.295,16245.602,15196.932,14208.084,13736.098,13888.939,15041.686,11256.523,15273.57,13786.243,13897.067
YDR428C,4972.8945,5310.1743,5557.2383,5551.0566,5810.7734,5649.1787,5304.52,5646.0596,5354.811,5244.208,5074.1064,5210.5264,3229.9302,3564.3604,3161.1982,3519.1143,3261.246,3844.1572,3539.5645,3412.2595,3449.4111,4042.5825,3831.4932,3934.214
YER020W,11863.287,14329.896,14941.32,13929.949,15114.504,13249.205,14394.967,14165.244,14399.229,13305.723,12190.242,13340.993,7918.785,8679.729,6993.3584,8851.586,7652.1533,8640.306,9976.181,9722.016,10128.245,9111.663,10020.951,10568.219
YGR001C,22099.785,13730.033,17186.227,21587.469,17624.973,22379.5,21454.848,24139.037,17932.252,19015.115,22894.73,20563.41,13286.559,6473.4033,12384.943,10317.452,12120.955,9832.029,17404.78,14889.082,10352.36,13808.395,15194.2,15950.398
YLR080W,8937.374,6271.047,8006.911,6883.068,7216.579,7085.1787,9225.052,8200.685,8796.949,6953.909,8255.871,6473.395,4023.5903,3256.0261,3282.5525,3260.7168,3970.7803,3978.9006,5011.803,5367.374,6221.9287,5239.651,6674.3643,5289.815
YKR076W,13903.058,12044.176,11086.797,11243.626,10953.199,11869.249,15925.108,16515.89,12069.962,12782.746,15619.615,10964.037,7561.668,6670.1426,9044.992,5973.819,7684.412,6740.3076,9493.419,7269.866,10831.99,7742.424,10040.077,7398.6094
YJL124C,3054.005,1580.5391,2736.2776,2581.619,2317.8518,3247.168,3719.1763,3740.3167,2619.2993,3304.2932,3452.6765,2734.8652,2316.5713,1459.7437,1717.4731,1354.031,1748.1062,859.23706,2513.809,2334.3274,2987.9673,1524.7722,2982.0107,1339.0519
YDR033W,128808.22,135784.7,129297.22,132746.94,126307.85,138445.14,129479.6,141595.9,129419.555,134558.6,153984.31,135633.25,76098.91,83772.77,77239.57,78980.77,80230.42,79867.49,92612.83,101048.766,94292.516,103990.33,102450.125,111327.28
YOR111W,4017.6982,3832.0928,3712.2974,3778.088,3873.0664,3650.5342,4110.646,4586,4060.3926,4012.8188,3463.4224,2926.3833,1572.5754,2533.8845,1881.4724,1602.0037,1886.0916,1940.029,2634.823,2498.135,1779.8987,2981.6785,1927.7906,2696.1194
YGR143W,4402.2803,4747.74,4269.542,4238.698,4268.523,4649.3823,5091.1543,5641.1504,4263.4443,4397.038,4293.7124,4680.826,1852.2147,2413.4375,2151.2412,2393.7148,2223.3218,2621.1978,2517.9395,3199.0225,2349.4067,3375.138,3009.2012,3089.2393
YGL028C,4324.303,4865.638,4296.771,5342.1743,3684.632,3777.9312,4702.687,6396.1724,3762.8032,5100.916,4086.2314,5473.247,1818.2949,2390.6655,2080.787,2211.5757,2495.225,3052.3867,2744.4028,3676.5781,1407.6278,3556.152,3030.4775,3506.7026
YNL195C,8594.498,8318.151,6539.3564,6903.291,7937.2666,7451.61,7580.843,6140.1216,7626.591,7145.1816,8995.076,9558.843,3263.935,4060.7214,2884.5942,3643.573,3727.7852,4094.0112,4514.019,4561.3193,4251.0645,5351.716,5104.5537,4968.2866
YNL331C,16727.654,18173.416,18106.152,17604.004,15914.279,18113.209,18136.215,17795.717,17168.238,17173.95,16792.059,17228.633,7333.5015,8239.208,6805.982,8075.226,5747.756,7516.623,8669.654,10175.911,10117.711,11218.219,8438.476,10713.589
YMR271C,33619.754,33072.926,32385.746,34730.293,32545.129,33496.637,28312.117,25152.107,32339.871,35202.633,30583.094,32192.172,18166.348,14644.63,13885.016,12237.396,15825.263,15202.947,14224.007,13876.648,14658.407,13866.191,15625.241,13699.717
YNL194C,11513.708,14954.726,13561.725,15110.052,13495.547,14734.848,15131.059,14611.178,15253.041,15562.727,12526.67,13639.64,4425.1646,6903.133,7261.2373,5619.5703,8144.1367,6962.4614,6753.6445,6937.649,4866.1597,6749.2314,6096.775,8230.753
YMR174C,33808.652,33294.89,36751.375,32517.797,37599.934,32735.031,33533.508,32179.39,36515.332,35741.496,34496.566,36327.41,19184.88,17323.998,15585.035,14615.123,15887.46,14362.465,21581.2,18907.293,24096.322,21262.252,23113.572,19741.707
YDL222C,75228.08,74918.27,76767.09,73967.445,76482.57,75359.2,78084.5,82727.34,76690.67,76643.836,78453.86,72685.93,38664.977,38240.457,35449.414,36857.11,37634.992,35721.984,50389.234,51095.273,49302.9,53700.19,47273.19,52346.953
YPL036W,78384.69,78493.69,74700.26,74169.375,86921.59,75900.25,78626.59,85770.5,80263.016,84010.49,84485.68,80728.15,31880.877,34883.008,29865.248,32551.178,29446.945,32671.686,50274.08,52964.43,56369.29,60763.43,59573.59,56305.45
YDL204W,82234.83,78755.94,79200.43,85243.016,79397.24,95020.266,91765.766,97305.875,91543.16,104127.84,101891.57,102778.375,33927.5,31756.256,29774.719,31328.92,31332.14,28512.396,56977.242,65088.027,68245.44,69727.84,62222.734,74351.25
YDL223C,81594.52,87714.72,86550.8,91516.36,84705.53,97926.66,97439.82,109083.02,99026.625,107149.12,102714.87,109670.91,45501.48,50493.79,37240.86,43299.125,39698.906,46946.562,59817.945,67250.18,57875.79,68325.5,57046.633,68655.26
YBR117C,71149.76,76257.18,74599.9,75520.36,85937.69,77280.4,97104.26,101151.55,91988.95,93976.336,87798.06,92195.95,44146.547,43678.71,33083.34,34421.016,30137.191,35821.055,57412.92,59540.95,58864.42,56998.223,53717.523,59205.805
YER103W,247446.81,242250.03,244122.08,245675.1,281840.78,250130.1,309917.12,289452.8,293790.25,278542.38,298443.38,257010.52,163738.5,159756.78,143449.03,141141.97,142071.19,143993.84,167811.58,161250.92,185044.38,167236.9,178483.8,178603.19
YGR201C,28578.637,27045.516,29413.754,29478.1,29132.469,28356.59,36659.645,38560.914,35843.363,34979.508,36226.758,34434.39,17615.277,18599.809,16644.623,17096.031,14808.586,14766.608,21320.75,21958.537,25147.016,24784.648,21290.438,23999.484
YML004C,16029.758,15872.207,18241.934,16177.758,18566.543,17967.305,22773.594,21936.965,21866.71,19397.367,20805.564,18932.979,9999.077,10230.41,8097.4053,8212.168,12161.739,10905.941,12982.734,10925.56,7863.291,9932.919,10596.488,10251.16
YHR096C,47953.066,47273.586,70294.69,48401.18,52491.953,49482.367,66566.86,59699.656,69576.19,58541.65,68650.75,49584.117,35079.35,18592.998,30125.66,17741.162,31362.39,17006.512,40220.05,24235.129,41486.363,25025.432,25142.168,24303.621
YMR169C,251082.08,150192.25,235134.12,242708.53,330146.78,207248.4,344802.6,337642.16,326022.84,319402.5,318244.72,311723.16,123612.984,70730.58,105982.41,79629.875,120208.94,82275.06,177995.44,153853.95,185842.61,87750.15,130376.53,114530.375
YMR107W,3661.7034,4231.118,5370.631,5159.678,4749.666,4974.534,5019.8545,5019.6045,5527.176,5928.922,5198.4487,5429.164,1113.1497,917.4263,817.696,834.87524,892.10095,817.38605,2218.2075,2792.0889,2427.45,2377.644,2747.7217,2800.1152
YPL223C,65287.344,68564.34,64615.15,75591.984,69706.48,82335.625,108602.64,136462,116726.51,132828.48,123734.36,132154.4,17118.762,21279.822,11447.843,14565.785,13920.205,16601.541,70081.33,79356.43,62190.08,68294.55,67194.375,79234.56
YNL200C,27201.854,27649.658,34510.156,31743.852,39960.812,25059.582,40860.35,38036.68,36353.234,31717.068,35142.297,31831.748,15190.727,10451.744,15908.26,10879.004,17183.871,15261.275,21686.402,19436.445,28114.781,18778.395,19762.76,16513.158
YPL247C,6622.739,7458.709,10066.839,9197.549,8785.25,8820.69,10129.606,11243.125,10249.019,8635.486,7905.4395,8138.3193,5771.9185,4800.718,3189.0056,2163.3599,3648.0518,4442.031,5260.5107,5447.6953,4391.04,4863.051,4400.4043,5525.3574
YOL084W,4134.3276,4640.436,3645.229,3579.8682,4214.453,4483.7354,8005.006,8585.314,5974.7607,6082.159,5840.2383,5844.974,3811.83,3583.6914,2257.1025,2053.6575,2589.849,2447.8467,3806.8843,4296.509,2759.9917,2723.454,3202.1492,3196.5303
YNR034W-A,194882.9,212215.72,253619.83,278390.53,218484.52,233010.03,264276.75,285950.44,302658.7,332420.38,281038.8,299811.75,148561.64,144529.62,156992.3,165567.14,139154.66,145424.95,151593.84,152229.84,183960.83,190639.61,177792.62,178807.61
YDL085W,10898.206,11811.254,12387.694,13181.885,10384.116,10741.891,13421.037,11771.799,14521.561,12137.044,13357.178,12717.654,7642.741,7624.5674,5575.288,6309.7676,6017.0728,7031.663,8860.947,8521.208,8886.151,9239.967,8727.779,10348.318
YFR047C,15901.285,17813.27,20916.416,19892.953,16924.762,16483.994,19384.17,18859.8,19932,20475.213,21888.443,18810.03,11397.531,10450.342,8307.337,8137.131,12090.4795,8595.501,13050.965,14181.174,14174.473,12111.662,12611.391,14282.621
YOR215C,34061.38,32891.1,40704.082,33518.305,39665.375,33735.195,45843.383,41195.19,40199.434,38852.957,45937.1,36893.35,22787.072,24156.826,20878.676,22805.795,21869.018,22676.867,26985.06,27284.252,27353.48,29020.682,27057.855,27568.193
YPL222W,6739.118,6942.566,6532.9,6911.424,7249.0625,7538.8945,7475.0376,7841.325,7153.464,7626.159,7328.051,7708.9766,4676.0034,4763.5537,3633.131,3153.8745,4107.733,3976.458,5077.498,5024.213,5294.184,5058.325,5720.903,5694.969
YDL110C,64726.78,66279.99,65621.25,66451.914,64903.22,65896.14,85452.13,83471.49,82097.23,85604.84,76021.14,81192.89,44835.258,45863.492,37920.03,38949.45,40397.43,41359.11,57643.95,60956.016,62217.715,59597.566,62733.195,65097.45
YNL251C,5772.02,6429.0244,5774.4297,4898.072,6067.063,6856.711,6987.562,6239.192,6208.4883,6736.1543,6235.207,5734.1777,4330.48,3411.7424,3023.3699,3740.8093,3513.1565,4072.063,5386.673,3892.2178,4059.6997,4855.3193,4726.615,3664.2322
YDL019C,6988.0474,5495.1665,6912.402,6449.428,6615.382,6095.059,6385.8896,7176.5645,6783.6777,6526.7065,6447.7246,6158.4194,4644.5474,4286.896,4230.977,4036.8354,4954.5967,4945.3994,4968.1855,4379.9155,4772.1665,5048.7764,5019.9297,5095.5215
YER029C,4132.5576,3210.162,4253.4424,3517.684,3965.439,3736.0652,4076.871,3702.8315,3944.521,3328.1729,3955.87,3710.2773,2529.3638,2210.1052,2712.9785,1876.1342,2854.497,2434.975,2618.408,2572.9836,2932.2124,2473.7937,3288.7766,2397.5906
YLR147C,6811.572,6263.167,7501.8535,6748.934,7015.343,6179.0103,7218.38,7264.218,6541.058,6182.74,6435.506,6080.9673,5334.6133,3492.6426,5139.914,3744.9695,5481.774,4621.6533,5439.532,5051.717,5060.615,4562.9404,5469.96,4135.982
