Name_Category,SK1_D_1_1,SK1_D_1_2,SK1_D_2_1,SK1_D_2_2,SK1_D_3_1,SK1_D_3_2,SK1_H_1_1,SK1_H_1_2,SK1_H_2_1,SK1_H_2_2,SK1_H_3_1,SK1_H_3_2,bPAC_D_1_1,bPAC_D_1_2,bPAC_D_2_1,bPAC_D_2_2,bPAC_D_3_1,bPAC_D_3_2,bPAC_H_1_1,bPAC_H_1_2,bPAC_H_2_1,bPAC_H_2_2,bPAC_H_3_1,bPAC_H_3_2
YDR135C_SK1,37057.4,13682.5625,40580.133,11390.624,58198.867,11820.199,50479.98,11534.238,53012.16,12111.461,11996.175,11142.451,37296.324,13884.056,37441.836,17996.924,34884.383,12658.06,19420.994,96373.02,18116.387,19544.531,89961.67,17864.412
YNL280C_SK1,23614.197,5361.89,4512.6973,5431.5684,3472.804,6413.263,25723.074,7570.2715,3807.424,6821.077,4397.712,5316.992,5662.153,10626.9375,36387.05,9666.191,6026.5093,9156.259,29002.639,11217.652,7846.2725,5922.162,9364.768,5098.4033
YKL211C_SK1,32124.607,9226.06,33199.81,7461.5576,33240.562,8322.409,29815.135,7900.371,31850.37,30321.27,37323.582,37447.477,40430.824,11919.878,43253.863,11278.6875,41217.93,10908.497,61851.78,17306.502,56557.484,18839.154,35218.402,16536.045
YGL173C_SK1,23531.93,12180.367,22718.363,18502.906,23207.254,10925.912,23883.154,9782.334,21114.574,16207.612,20171.117,10909.598,29946.078,23286.86,36687.062,11051.361,18500.85,26592.107,27264.26,21061.195,20537.79,11060.555,16954.756,22228.795
YKR095W_SK1,12615.734,5030.6797,13654.033,10981.756,16830.023,10776.756,21754.906,15857.074,19722.27,11732.194,16978.48,5425.1245,10447.707,6709.948,21892.115,10485.876,12011.34,17825.77,13356.881,8577.474,13583.473,6535.2173,11051.337,9080.781
YER003C_SK1,40583.438,33731.05,38607.992,27103.07,40168.805,22576.398,38353.242,37518.523,37665.37,29520.969,37298.605,22363.867,43346.19,44747.895,35072.098,42111.85,33467.367,44220.812,46780.81,44612.598,45603.254,42263.33,44182.53,43876.383
YJL002C_SK1,7023.1924,6943.8906,6668.991,6296.452,7081.0566,6511.1943,6133.917,7402.5625,7884.0957,6695.7725,5805.342,5924.585,7979.281,7638.715,7638.2705,7452.669,7029.366,10012.996,8180.631,8119.0713,7376.077,8233.627,9360.137,8146.077
YNL037C_SK1,102190.734,90274.72,84237.73,82067.7,81438.85,91440.84,74875.24,79204.13,98075.86,85225.9,93740.2,87892.81,132711.1,128816.92,82969.734,102810.516,88008.414,122420.875,113651.09,117384.45,121695.45,124345.06,130679.81,123580.81
YIL022W_SK1,23943.928,18041.564,19078.092,19205.807,19946.6,20283.664,19578.27,18277.18,19682.805,19417.904,15302.434,17825.75,15621.341,17986.703,18859.023,16226.826,18798.814,15948.799,22509.059,20463.033,21764.79,19913.32,19228.467,21012.416
YNL104C_SK1,73270,68385.26,63012.35,60366.418,68903.73,61751.227,67863.195,65066.39,65139.68,63168.96,60488.28,58470.508,58012.938,59906.516,62116.668,61022.5,54785.023,52059.484,71724.87,65950.445,67611.25,68358.37,63430.45,65671.83
YBR234C_SK1,28174.256,28345.842,27034.096,27289.02,28033.277,27887.781,26111.26,26770.012,28338.271,28828.031,24718.07,26925.012,23495.363,28876.607,27350.207,21813.207,27115.693,22695.596,28809.453,27627.113,28605.957,27086.07,26125.262,25709.926
YPL063W_SK1,27455.936,21175.066,22991.87,21574.332,22934.754,25654.45,25482.887,25917.828,24735.445,27582.068,22356.082,22332.05,18980.988,22819.434,17719.182,18109.416,18924.691,17338.055,21681.766,22879.443,19871.832,19903.973,22254.17,23720.89
YGL100W_SK1,97919.39,90300.43,78475.36,71409.05,77909.73,108033.13,77082.6,87089.49,58241.723,81596.72,73694.625,67931.695,20207.887,66993.32,54020.383,45695.973,69335.36,40713.137,60529.848,66759.92,69606.59,72605.3,34835.79,62333.31
YMR008C_SK1,18029.543,17710.896,16107.182,15489.474,17429.322,17535.459,16398.797,15531.19,16592.738,16482.162,15326.352,14668.9,10453.615,11799.556,11774.202,10917.933,12884.469,9571.3,15708.377,13044.877,16017.24,14983.594,13048.872,12948.574
YER062C_SK1,23770.527,22461.332,21219.969,21562.65,22324.953,22965.16,20943.52,19341.094,21916.012,22858.047,22875.93,23240.32,13973.779,16284.564,15156.69,14303.263,14620.176,15302.621,19201.016,19318.777,17658.191,20073.535,17396.246,19317.582
YDL174C_SK1,38137.69,41500.44,36788.586,34127.324,36505.42,35780.22,36256.94,36813.746,37666.355,39369.934,38756.633,38347.535,21357.504,25711.846,24234.941,23402.848,24516.502,28503.904,31105.27,30866.844,30837.229,27702.848,25789.318,27343.387
YLL001W_SK1,17177.992,18182.137,15451.238,15690.501,16411.84,17931.678,15401.798,16308.366,16716.496,15708.47,17734.814,17594.61,11751.631,14132.858,15212.187,10746.903,12772.926,9904.127,13965.289,13526.808,14767.967,11552.293,12586.893,12770.264
YEL020W-A_SK1,37264.15,38364.695,31757.426,34197.324,31815.562,34739.18,33161.547,35305.156,34396.7,34521.33,36948.49,37567.9,24111.416,26802.035,28387.965,25490.133,23483.145,25751.04,30018.172,32454.238,31189.203,31220.988,28289.455,32750.844
YPR035W_SK1,29261.379,28690.781,26449.879,26071.86,26910.318,26427.898,28556.266,28085.062,27229.344,28174.098,28601.65,28493.297,19164.123,22715.602,22357.803,20973.258,22937.805,20087.754,26950.744,26492.037,27088.113,24571.023,23266.553,25125.48
YJL167W_SK1,166753.36,162628.6,162089.92,162010.61,164913.36,165103.73,159663.98,158068.94,162297.75,166022.83,183429.6,183182.73,130007.08,146171.47,134240.2,133725.1,135460.98,130223.6,162408,148156.69,153091.55,144522.92,142829.84,144601.97
YNL241C_SK1,85042.59,84290.61,85803.6,85151.03,83823.5,86374.55,78553.4,80125.15,78528.13,84750.11,81549.77,80658.984,68227.31,75393.98,64891.984,68555.25,64516.094,67574.2,73090.78,74612.17,73865.54,77590.86,71045.36,75282.33
YDR019C_SK1,34854.746,37070.188,30896.566,34145.07,32208.602,33428.04,34325.273,36874.023,33038.695,35047.438,30349.7,30587.992,24769.898,30054.562,28410.234,27267.494,30338.568,25808.959,32893.594,33387.56,32027.693,32463.422,27400.764,29700.408
YDL178W_SK1,9624.842,10361.476,8067.578,9132.606,7918.127,10207.576,7791.4736,9430.895,8950.285,10110.309,9897.742,8857.605,3276.861,7933.2163,7844.2515,8586.723,7537.585,7539.4536,7737.3125,8318.692,8457.954,8832.783,7975.963,9423.715
YGL001C_SK1,18461.695,21795.768,18409.82,20173.982,18010.287,21104.701,17784.604,19044.145,19725.48,21315.068,19770.914,19474.986,12467.593,17258.656,15299.041,17033.91,14862.941,15884.186,19393.795,22331.764,19063.3,20981.28,16425.498,20637.531
YOR020C_SK1,179269.62,190812.6,162168.25,167564.42,153702.31,174193.3,173439.98,184434.6,165742.53,176597.55,163031.34,165616.94,140990.84,146854.28,138708.64,139044.5,137661.97,143509.39,171729.92,176651.28,167907.9,169925,177334.66,180114.8
YER063W_SK1,18721.398,19792.672,18644.123,19555.152,18204.422,19973.525,19159.23,17370.795,20361.832,19666.418,19040.48,21641.387,14537.271,15678.296,15792.248,14988.271,16680.205,16123.043,20898.422,19340.254,20617.406,18093.994,20182.34,19699.703
YNR050C_SK1,43155.67,35011.117,42462.984,32686.08,43047.184,32174.736,40368.402,34695.13,38559.22,37263.395,36374.633,33496.992,31318.47,26010.898,28488.316,22227.549,25200.568,20681.162,42155.023,36236.594,42895.76,35867.535,43283.402,31668.844
YGL255W_SK1,231466.22,204483.28,241561.38,195571.78,211501.16,189768.05,227864.12,201920.88,223639.72,219548.12,181432.78,189404.88,202191.98,182525.17,188871.08,150147.06,179288.11,150223.9,233930.92,204218.48,242799.88,198973.25,274961.56,197776.64
YNL169C_SK1,13709.096,12254.31,11205.65,9979.262,10802.048,10155.1455,10742.257,10080.811,11439.532,11291.928,11145.645,10851.718,7900.3335,8784.03,7404.464,6819.727,8112.377,7230.035,11088.812,10283.835,11594.747,10288.7705,10344.493,10881.967
YAR015W_SK1,40832.78,33687.953,38457.367,33213.42,38695.906,35875.12,36665.33,32850.31,36172.203,34860.668,36547.477,37739.29,23871.234,23635.521,24936.111,22437.705,24753.238,22423.016,35604.79,35946.15,36399.79,35280.242,34908.77,36933.156
YBR115C_SK1,24345.898,21580.18,23732.11,19718.38,22652.184,20925.248,23657.088,20251.512,21326.955,21069.637,22150.77,22013.203,11042.182,13156.479,13685.752,11743.704,12402.286,9387.555,21269.494,19046.53,21204.059,20363.57,17059.64,17176.125
YMR108W_SK1,104361.09,96970.82,95262.99,85245.516,92581.38,89347.46,94094.56,91798.04,93078.27,92023.99,90535.4,90906.484,51734.234,57010.652,52461.58,54047.023,49750.094,49739.402,89962.64,90771.8,91290.69,92251.3,78447.96,90167.625
YOR375C_SK1,123919.68,114343.484,115955.03,107544.89,122972.695,115443.07,120051.7,104269.83,119668.47,118298.19,116910.87,110624.5,44811.93,56598.84,49321.984,56084.703,55929.15,58572.617,121667.984,109528.84,126532.53,111910.84,99551.31,119217.59
YMR145C_SK1,15658.692,16614.016,16883.285,16495.057,16819.861,16434.408,12411.671,17921.385,16675.03,16272.467,17100.05,16784.656,9087.122,8601.236,7504.877,7333.203,7274.1826,7599.8086,15338.883,15359.252,15466.13,15391.108,16670.238,15849.452
YGL157W_SK1,37113.707,36255.242,38988.656,34939.723,36858.855,34623.883,43083.277,38401.27,40363.336,40551.617,32411.547,31070.076,18625.816,22615.777,14337.004,20468.238,21968.123,19507.838,36516.812,33501.562,31366.84,29954.672,30505.666,31144.033
YDL198C_SK1,12756.749,12249.414,12423.15,12210.317,14333.166,12165.239,11886.17,12386.12,12122.246,12724.705,11525.496,11792.051,8595.064,9288.788,8644.076,8575.049,8559.275,7868.317,12465.96,13033.82,13919.779,13369.874,11777.317,12356.17
YHR063C_SK1,8344.273,7453.6855,6880.2373,7245.802,7924.9473,7340.9062,7520.0527,7162.296,7545.2026,7654.3105,8399.166,8282.962,4540.938,5416.2354,5346.323,5174.1865,5570.51,5888.7124,8432.678,8361.408,8068.3506,8061.254,7303.051,7936.544
YHR163W_SK1,22032.295,22010.684,22152.797,21051.152,22859.209,24020.875,22447.453,24077.902,20452.797,25602.96,24080.129,23137.762,16573.963,18242.191,16135.174,15932.68,16955.752,16525.102,24003.963,24655.605,23289.988,23584.75,21475.18,21497.793
YCL030C_SK1,33869.9,34534.98,39041.58,30945.086,30568.914,31361.402,41844.438,38588.207,34255.57,26104.85,33242.156,35479.887,19819.865,26225.785,22197.844,25330.988,17194.361,22308.393,40033.312,39984.24,40261.562,39211.277,29633.797,36981.793
YNL231C_SK1,10821.127,12347.57,9365.068,10306.679,7796.2705,11818.615,13010.162,14115.062,11924.891,11605.722,11904.141,10407.844,8253.467,8471.248,8281.878,6861.1626,7071.082,8443.593,13541.918,13224.127,11881.172,12528.118,10012.65,11825.473
YDL078C_SK1,230036.48,151627.47,76864.45,241357.47,216427.7,219335.92,148916.81,257983.55,235951.16,254398.77,192985.78,263371.66,161482.97,55925.074,155770.61,140067.39,130861.01,55984.348,247402.22,262556.1,230766.66,214775.14,240368.86,225031.62
YMR096W_SK1,34253.37,35083.184,32876.88,32034.613,30164.457,32513.918,35512.09,36026.613,35798.285,34355.18,33949.77,33723.78,25814.273,26287.588,25415.783,23446.164,15946.951,14841.52,44936.67,44434.39,54821.605,53348.07,40158.305,36569.066
YFL058W_SK1,367379.25,255677.89,394555.5,387622.5,394160,385048.8,452964.28,392362.7,417939.2,416239.44,428551.8,275146.56,270585.47,241398.66,280021.9,249633.38,257200.11,216027.94,502532.2,392902.97,543889,519296.2,543418.6,467761.25
YMR189W_SK1,26711.719,26625.676,22215.414,21447.496,22786.396,22810.107,23907.094,25837.668,21294.668,25046.97,25032.564,24804.443,26679.357,16497.066,15283.003,16146.357,13454.21,14876.984,30210.984,26586.348,33480.992,24356.28,40859.42,25053.01
YIL094C_SK1,39852.91,45027.285,34112.1,40208.734,35483.992,43457.25,36670.14,43752.07,39050.06,42986.242,36022.293,35790.402,36424.203,33134.71,35784.633,26244.043,31126.398,25481.742,46091.473,49008.953,43157.75,44294.992,45046.02,43272.492
YHR183W_SK1,67941.266,70643.69,72195.34,72960.17,65521,75282.81,70356.95,73357.54,62267.375,72343.58,65607.25,68702.39,56457.367,61630.65,61115.945,56171.04,56923.742,55593.61,87882.94,78049.64,87999.55,89841.16,80984.555,77753.49
YLR259C_SK1,180673.75,178053.03,152685.45,156885.78,153630.81,160182.22,164092.31,169054.66,165067.25,166013.55,158074.5,160787.6,148767.1,151934.58,146392.88,138373.02,135589.4,145811.27,178274.39,186773.5,172651.48,178043.5,189866.55,189580.94
YGL242C_SK1,12987.611,9565.448,12120.41,9865.218,12279.255,11360.871,12019.35,10509.555,12690.689,10880.297,10416.44,10942.076,10098.879,10321.223,9432.377,8263.249,10813.342,8679.314,8563.344,9349.48,13663.367,12547.65,12422.332,11408.053
YGR240C_SK1,122432.58,132932.38,137382.97,124529.195,134282.75,135382,130337.36,116884.52,130917.125,127057.67,131737.44,127021.34,125036.32,109265.29,122836.945,98021.055,122578.55,93117.96,135312.28,119676.21,164329.12,141653.88,149025.98,132568.81
YDR378C_SK1,17932.195,17267.887,17546.77,17493.85,17571.033,18395.344,17009.213,17600.785,19143.58,17906.414,15475.289,17079.25,17249.064,14389.471,16076.971,14401.641,16405.914,13177.435,17903.385,15540.479,18916.191,16523.691,17946.525,16631.293
YLR300W_SK1,107329.03,104989.5,100949.82,101105.914,106497.64,107664.54,108506.33,108641.87,113598.93,109689.984,102499.336,104304.17,88292.92,84195.77,87993.08,73732.19,88644.09,70199.54,106846.91,95642.58,109563.92,105697.875,104592.9,92068.55
YBR256C_SK1,14758.156,15447.0625,13816.575,14444.281,14672.884,14892.549,15871.413,16576.055,15121.614,14732.119,13424.01,14037.91,13059.708,12332,13054.169,11679.537,12351.985,12150.473,14663.299,12851.662,17084.113,15812.496,15371.977,13833.225
YBR092C_SK1,99182.92,101497.55,108541.69,103078.34,103577.77,101809.586,118706.2,107258.85,99559.13,106089.84,99159.35,105989.11,115446.06,82372.11,94837.44,85077.234,84611.81,86416.38,104358.7,94872.64,110133.64,99246.555,116679.16,97032.93
YCR009C_SK1,22266.273,24206.576,21266.291,24334.074,21848.312,24645.277,20886.701,22710.457,23467.62,24156.254,23343.613,24666.297,19583.973,22001.871,21739.184,21768.814,20555.93,22608.918,28637.8,22523.965,25993.707,24000.738,23250.592,24002.328
YPL117C_SK1,45613.74,43858.13,40962.316,41363.965,37675.53,39853.39,40629.824,40053.617,40267.07,42645.67,45169.33,43592.508,34576.773,43860.02,41998.26,39010.27,40857.47,37121.656,45167.49,46638.145,47857.754,45442.74,39396.133,45338.45
YBL050W_SK1,24938.254,24485.342,23673.326,24318.047,24971.176,25000.924,24050.73,22579.47,25042.787,26270.293,27294.305,26407.219,22305.428,24312.93,22724.324,22002.953,23553.102,20648.273,27039.91,27734.734,27835.334,27312.55,25352.89,25509.195
YGL137W_SK1,24773.533,21974.75,23321.32,21698.406,24094.69,23211.797,22181.777,20797.455,23431.672,24080.164,26125.592,27789.232,16922.885,24065.896,24391.383,22220.758,23927.56,22980.203,27342.707,26717.998,27289.826,25965.467,24691.895,26409.18
YKL126W_SK1,7452.2827,7198.7285,6587.609,7431.5527,7007.789,7159.9883,5948.092,6998.7285,6916.057,5180.939,7882.2314,8049.841,5040.7104,7505.6465,7529.7314,5668.1167,6627.002,6937.488,8750.205,9124.928,8127.077,7787.9814,7231.3545,8992.006
YNL307C_SK1,17396.658,16485.826,15280.151,16303.121,17108.785,17304.457,15250.549,15930.99,16262.1,15727.216,18755.385,19203.207,14686.63,17077.59,16768.455,16101.631,15808.605,16628.773,17949.59,19855.99,18746.432,20789.201,17696.568,19727.445
YNL010W_SK1,46283.008,42830.203,41371.695,45622.83,43480.42,41497.61,35436.125,44782.414,43337.99,43194.406,44530.258,52890.49,36268.562,50235.723,38533.918,48453.78,37407.9,44764.76,39331.49,47307.484,43274.37,47085.29,35390.39,54975.754
YBL026W_SK1,10155.528,11601.747,8682.24,10253.472,9456.073,10825.945,8580.842,9823.928,8917.214,10685.556,8615.034,9495.226,8046.334,9198.694,7898.7383,8833.575,8282.161,9248.789,8468.301,9931.256,7810.0615,10089.406,9104.684,10164.754
YKR003W_SK1,7262.7188,8447.893,8318.271,7665.3896,6838.7344,8923.153,7030.174,7183.413,7076.9404,8259.838,7065.532,8611.334,6884.0054,7624.671,6369.9043,7331.5312,6424.1294,6921.0967,6235.454,8913.379,6347.0127,8432.025,7545.9976,8378.033
YCR084C_SK1,17041.957,18437.008,17258.56,19354.545,17890.96,20134.379,15911.97,18771.17,18066.99,20382.648,17395.229,18267.848,13680.392,18617.164,15894.777,17563.02,17015.316,17372.582,18308.574,20266.537,18925.658,19784.34,15903.827,20453.74
YER021W_SK1,20396.83,20343.11,18853.762,20470.963,20554.932,20361.18,18212.084,19160.36,18436.717,21009.238,21968.486,21826.37,17184.64,20259.14,18380.076,21968.047,18967.766,20206.158,21834.893,22808.783,20900.11,21661.484,19425.463,21942.934
YMR183C_SK1,45249.734,45375.676,43008.496,45554.203,44188.773,44754.12,42120.17,45031.32,43763.48,45377.316,44049.637,46537.54,39734.906,44195.51,43104.32,41311.43,45581.89,44134.09,52379.594,50528.984,49509.125,50563.977,48584.453,51131.02
YDL055C_SK1,142383.8,140092.1,143423.38,139656.23,143671.28,142894.02,145990.62,146995.12,136318.9,142340.14,141911.7,145678.34,132851.34,133287.22,132287.78,129111.05,132908.73,137888.23,157883.7,153612.97,157301.8,150620.62,163968.72,172308.69
YMR205C_SK1,91975.234,84713.21,93202.7,84874.81,73591.84,89342.3,98510.75,94834.734,96718.56,92992.5,93855.41,91498.164,86533.836,91505.86,80639.66,88564.63,93825.734,82164.24,102413.91,106941.24,109390.02,111337.4,96353.53,106790.28
YDR353W_SK1,163802.83,149864.66,162221.03,148262.28,170191.95,151050.94,151077.64,168756.55,147175.2,176280.66,182432.14,185606.8,148824.66,159854.61,151639.05,148236.97,142801.84,139628.44,194278.19,190317.22,180570.06,191818.92,188883.16,184289.16
YPR074C_SK1,195456.81,184275.19,194281.95,184437.94,190823.33,180980.12,206585.9,215268,195062.73,189287.78,206736.86,209902.28,190403.44,175980.58,181903.56,168534.06,184024.34,167748.1,234428.9,215480.31,243777.19,275491.28,255102.69,227586.03
YER090W_SK1,34656.887,34879.867,31548.703,31486.64,34949.58,33003.5,34408.758,32590.445,33152.797,35306.293,31844.021,33679.81,30267.324,31474.812,24439.223,29988.607,31253.549,28687.342,42437.01,44008.72,40154.383,42189.953,41032.586,40410.746
YGL202W_SK1,43331.11,40533.574,41413.004,40101.56,41221.37,40616.586,42821.62,42880.406,40496.984,41162.9,42602.33,42505.547,40766.1,41602.1,40832.05,38814.45,37804.543,36540.812,55304.43,53438.164,54483.875,50256.727,53175.414,48992.684
YHR179W_SK1,203336.84,200300.05,202292.95,195052.06,202461.73,200833.89,208909.95,204434.23,195220.11,195944.19,207013.2,201431.62,202824.53,202744.48,209741.4,196785.75,195197.25,184038.25,308033.4,268662.5,276143.47,285717.72,297955.75,267413.4
YML008C_SK1,41786.312,43632.484,44377.258,45076.75,41328.242,46318.67,45161.3,44999.906,42140.906,45333.547,38279.035,41456.406,42262.418,43948.715,40680.46,44927.04,39877.9,40306.234,54849.97,54899.984,60375.57,57458.492,50089.54,54431.113
YDR454C_SK1,45164.31,43064.85,47945.285,44114.51,41313.9,46935.61,49596.44,46196.773,47057.266,45185.777,46322.242,47707.86,39854.97,44632.63,49464.727,42840.02,49132.977,45954.375,57767.67,50888.94,54970.24,48172.062,59710.395,48807.805
YOL012C_SK1,8831.806,8616.162,9497.381,10448.806,9845.164,10167.693,11720.543,10739.606,10455.607,11096.051,10076.778,9604.636,9310.803,9664.121,10211.39,10238.471,10358.18,10638.477,12792.731,12833.613,12198.021,11488.967,12160.15,12382.278
YMR229C_SK1,46820.83,39364.81,47091.12,41793.797,48006.65,43201.06,53430.16,44903.13,47518.57,45695.848,50974.56,48962.555,43891.062,43840.63,50122.04,43828.348,47881.53,43208.258,63031.35,59987.125,58398.86,51936.527,63825.766,58848.32
YNL085W_SK1,11416.85,11708.584,12395.559,11509.631,10967.934,12685.74,11368.572,11610.001,12017.439,12298.74,12196.674,13002.703,9304.424,11794.916,13692.469,12111.521,13592.318,11369.66,16602.266,15659.838,15170.626,14816.985,16824.883,14697.611
YLR420W_SK1,13586.178,15515.541,15552.004,14999.965,16078.432,15081.783,15541.326,14589.38,15707.622,14987.797,16698.021,16600.645,14439.802,15407.616,15265.414,15587.178,15670.027,15794.777,20345.57,18585.42,19270.72,19203.104,19855.004,20760.148
YAL023C_SK1,7409.009,6525.113,6969.829,7257.656,7281.231,8019.4546,7421.0454,7790.624,8385.565,7402.1123,6191.1235,7052.4434,7751.2656,7431.3926,7578.12,6664.5967,7707.4365,6853.3247,9423.832,8626.035,8961.014,8771.277,8717.815,8622.588
YER112W_SK1,8871.419,8193.528,8741.157,6749.795,8458.141,6751.795,7925.6895,7094.482,6608.703,6690.6304,7114.6387,7703.0903,6277.625,5988.1055,8309.781,9242.025,7824.0967,5017.0107,10012.361,8978.86,10497.398,8417.515,7231.323,8786.098
YLR225C_SK1,17295.32,8341.49,11956.286,13765.395,12332.807,10258.274,13288.279,9368.556,10460.896,15589.862,13115.326,8650.676,11818.963,10092.317,19250.158,13909.259,17284.32,14004.851,17936.092,10789.768,13174.758,14003.671,19981.453,11818.886
YFL016C_SK1,11200.131,8785.694,14613.977,8352.52,11181.033,9916.935,14163.259,12175.14,9712.732,13687.92,9063.297,9527.323,10890.971,7510.398,14239.479,9365.494,14163.482,8550.632,15097.193,9710.426,10236.603,10955,12663.492,12193.624
YNL079C_SK1,108712.61,54832.83,95877.33,57005.375,103479.22,57592.81,97294.67,59290.812,94043.484,107803.63,54881.312,104843.96,74163.61,76679.61,105084.125,113749.7,122733.89,69657.58,129382.86,120636.72,127521.92,124787.484,98698.36,64641.918
YBR162C_SK1,13288.09,7902.865,12609.395,6547.911,14396.484,8325.319,8799.302,6962.56,12524.163,8749.313,14278.172,11446.408,11364.855,12293.884,14969.975,10229.564,14252.617,6909.8037,14448.523,10316.619,14163.788,14531.734,11465.497,11861.17
YPL160W_SK1,31065.836,27867.895,29484.709,26631.1,32145.959,26795.316,29744.732,24810.273,45110.85,25786.102,32263.096,28776.902,22603.184,28956.514,61514.53,25745.148,30188.45,24183.84,43548.438,41288.395,42346.047,39433.336,43669.04,41539.734
YER086W_SK1,67463.06,44738.594,68984.625,43288.684,68918.695,66111.17,42061.523,68023.375,41996.8,46108.77,68613.83,64329.71,63318.23,65953.02,68006.94,63211.867,65614.62,54854.203,73343.94,62961.273,70989.62,46583.996,67402.95,62164.586
YDL147W_SK1,23297.014,20990.07,24383.318,21772.84,52703.46,21677.785,22541.947,19224.92,17962.52,22171.39,25524.27,25252.764,23657.555,28133.277,26806.703,24980.553,28376.922,24828.426,34110.58,28380.201,27371.26,28545.5,21404.617,29424.691
YOR326W_SK1,11553.102,11251.9375,10018.413,10396.231,10609.758,10544.313,9966.023,9302.419,10187.038,6245.426,7473.8535,11857.635,9789.84,10842.943,10485.197,7554.658,11210.46,9149.645,14934.838,13176.468,14583.179,12962.362,12996.984,7449.338
YMR261C_SK1,11529.956,12463.855,11428.444,13318.759,12164.826,14047.601,11260.584,13169.554,13655.818,13743.869,13169.138,13894.174,13353.813,9355.754,15014.886,12652.652,14731.279,13653.404,15198.366,15019.407,16642.65,16664.848,13746.217,9347.483
YDR127W_SK1,77683.59,61570.586,74180.68,63193.78,76989.89,56982.742,81681.13,70441.71,72080.42,52437.094,61543.883,56187.727,66749.99,36583.137,56170.598,34162.95,58530.17,36519.824,74636.17,48129.426,78428.91,72273.93,79048.31,53179.152
YDR394W_SK1,47075.035,36993.848,52779.566,20729.62,55747.977,21461.662,55501.613,46014.984,54996.03,36777.215,35554.2,31871.023,52250.234,25573.852,30172.842,19063.035,49066.83,20114.926,48667.664,24002.625,49532.785,30068.697,52164.793,29342.277
YPL214C_SK1,83765.32,59506.35,95258.695,58792.992,96211.625,63030.734,96856.734,81688.27,90898.81,53472.05,65972,54561.363,76823.31,37155.105,65054.164,33310.586,68949.03,31025.969,83318.734,41961.82,105977.3,89853.39,102719.39,55394.203
YMR120C_SK1,81565.34,72390.62,85764.64,69805.81,81772.88,57987.656,92430.41,73276.78,87800.33,66703.375,52302.184,44758.555,67745.12,51494.617,63503.844,47135.137,64717.43,46007.54,96242.45,65386.58,101650.93,85913.195,107982.49,67917.55
YGL008C_SK1,190216.4,145220.97,196677.6,184640.23,196150.8,112045.93,193689.52,178944.44,181885.02,121103.08,142162.83,108900.84,178311.45,87442.62,122160.44,85993,171927.34,173120.62,208399.6,113710.43,252083.55,246072,324274.8,231723.05
YLR044C_SK1,1597622.9,1472735.8,1529220,1984690.8,1859578.2,1492578,2229346,2077308.5,1966415.6,1284581.6,922279.6,1341021.2,1955565.9,929696.25,1230275.5,860095.4,1822368.2,1505183.5,1747253,722270.06,1648588.2,1841305,2120351,1434905.8
YDR487C_SK1,21103.049,19305.328,21351.064,20374.133,21794.135,19263.346,21714.941,21089.004,20951.277,18972.744,18667.633,16882.102,19034.945,14272.613,19748.254,13302.032,19902.25,15721.743,26237.852,17974.934,29291.006,25398.098,24824.945,20679.967
YJR123W_SK1,174186.33,205589.22,198389.73,256534.31,207574.84,184341.36,238326.27,256759.75,212176.58,186644.83,195426,180655.39,305595.06,184636.84,256997.05,175306.89,275967.62,166162.94,265334.1,150769.97,299585.38,273389.97,348027.6,145611.17
YGR061C_SK1,31366.398,31563.988,33393.08,39025.918,34402.645,32788.336,37018.21,43264.215,34204.15,31426.613,33236.55,30799.396,40253.633,28589.26,31481.23,28282.227,28899.883,31961.584,38044.67,31297.121,42897.254,43607.03,50745.12,40875.914
YCR012W_SK1,1602493,1395849.8,1597916.5,1469018,1669043.9,1444381.8,1788558.8,1562152.9,1768560.4,1516366.4,1539283.8,1518887.1,2359272.5,1464762,1729234.2,1375447.2,1706392.6,1497775,1849602.8,1434497.9,2018250.8,1640550,2314946,1525703.4
YKL152C_SK1,1782717.8,1604481,1769773.8,1492988.9,1780535.1,1482947.9,1996179.8,1988118.6,1861862.8,1564946.1,1648190.9,1736269.5,2211146.5,1506223.2,1983476.5,1593271,2102981.8,1590606.1,2068525.8,1767544.8,2219331.8,2336203,2605652,1931035.8
YDR225W_SK1,93573.36,58939.97,102298.44,72632.58,85683.445,62713.89,94259.766,77735.08,101605.42,67931.29,59366.008,64315.97,90853.09,63310.6,91938.16,67235.86,86367.875,71566.06,72713.86,49698.234,91801.16,61222.953,97116.125,58142.625
YGR231C_SK1,33385.98,36676.22,40453.26,29408.871,39835.406,30064.047,44411.555,31574.586,43170.81,31277.7,31849.514,29141.227,36149.81,29656.613,38808.516,25071.29,39093.16,27238.414,32654.191,21260.994,37188.246,24561.37,35276.816,23222.035
YAL038W_SK1,1647823.1,1565671.6,1718321.4,1465302.5,1703910.4,1606939.8,2249530.5,1591577.8,1977284.2,1622748.9,1514026.1,1446577,2073605.1,1290413.5,1638702.8,1157150.8,1752551.2,1281115.5,1815013.5,1400614.9,1801116.2,1432771.6,2241066.2,1618963.2
YER133W_SK1,70278.555,62099.79,73635.234,67543.78,71115.375,59315.336,75523.42,72469.875,75236.12,61427.805,65109.156,58839.984,83844.34,61864.418,72784.95,57836.105,80658.62,59673.645,74116.734,53200.965,70860.414,63020.92,77214.97,58154.934
