Name_Category,SK1_D_1_1,SK1_D_1_2,SK1_D_2_1,SK1_D_2_2,SK1_D_3_1,SK1_D_3_2,SK1_H_1_1,SK1_H_1_2,SK1_H_2_1,SK1_H_2_2,SK1_H_3_1,SK1_H_3_2,bPAC_D_1_1,bPAC_D_1_2,bPAC_D_2_1,bPAC_D_2_2,bPAC_D_3_1,bPAC_D_3_2,bPAC_H_1_1,bPAC_H_1_2,bPAC_H_2_1,bPAC_H_2_2,bPAC_H_3_1,bPAC_H_3_2
YBR111C_SK1,30806.127,29939.377,31248.195,31060.074,31044.441,31883.93,28824.734,27117.98,30725.781,31127.086,30269.996,29206.387,27107.371,32064.953,26198.197,28912.195,26058.81,27921.75,22211.867,22697.4,22406.55,22967.5,20954.97,22093.033
YPL231W_SK1,151341.55,146772.02,151237.9,139960.31,152899.33,149369.1,145878.02,131475.14,150740.5,141003.92,136897.7,135545.6,166920.44,150810.11,165103.58,142667.56,168088.89,139452.4,119448.555,99500.25,121054.516,111737.18,114180.41,104948.18
YGR250C_SK1,7295.9434,7410.1743,6645.3145,7636.6895,6915.1606,7533.6353,6320.163,6749.8613,7458.1826,7247.4956,7675.5327,6740.165,6935.5615,7346.3228,8996.838,6631.2026,7829.7993,5945.675,6117.2393,5308.1953,5819.4897,5218.811,3862.707,5133.0195
YLR389C_SK1,15682.678,16060.687,17127.188,15456.484,18482.611,17247.691,15433.6045,12888.284,16630.363,15463.754,15969.3125,14626.581,15854.097,15597.553,16504.248,14617.857,18000.516,12721.048,13839.982,10641.391,14180.093,11798.228,10559.727,10340.589
YFL018C_SK1,97811.18,94109.36,97233.23,98215.66,62596.88,62191.523,85709.03,82733.516,92010.875,94484.46,84687.734,83394.67,110025.266,113558.234,109891.07,103507.43,111138.81,96738.84,66884.05,57155.3,67977.64,68309.71,65676.95,63848.812
YPL059W_SK1,9262.338,9866.109,9040.116,8809.318,8404.399,8287.934,9109.119,7775.885,9074.71,9902.668,8463.115,7796.6846,10187.889,9835.34,11584.16,7877.5156,10632.748,8503.416,7875.4097,6873.6934,4233.155,6217.2227,5761.1323,7396.1826
YER053C_SK1,18273.393,13694.615,18902.854,13711.171,16684.797,11991.943,16951.047,15422.328,19190.62,14960.5,13158.325,14557.282,17449.777,14729.765,19401.555,17862.521,16714.057,18843.48,12649.4,10256.794,12570.1,10280.4,11784.91,10595.131
YFR050C_SK1,16440.516,11906.088,18362.342,10412.334,18762.07,11513.93,12402.313,7540.4814,15533.662,10018.572,9266.528,8615.451,12186.324,8258.781,18061.252,8664.547,16271.031,7099.677,9385.186,4153.7266,12615.141,5666.7246,9145.106,3704.614
YDL135C_SK1,13577.365,10726.717,16330.273,10860.205,15455.473,10216.085,14587.89,8856.38,13774.336,10322.413,14232.503,13162.592,8705.509,9375.617,14361.286,6842.486,15115.09,7087.409,11003.762,4869.9834,10662.953,6233.8,10213.923,3429.164
YCR004C_SK1,77120.04,58979.957,106581.875,64253.855,107503.375,61999.12,95688.5,79266.305,95590.56,62856.797,77579.87,69947.31,88415.4,50479.582,84676.7,49616.26,72105.445,52852.59,58494.406,27826.295,60801.445,43413.562,62673.41,33442.117
YPR160W_SK1,330633.12,297591.25,360875.78,294012.06,365854.12,293415.1,356873.66,251582.86,332558.22,274814.56,294998.12,270524.12,369800.88,285028.56,342597.28,256231.42,365008.75,236452.44,223763.88,130259.45,216401.72,162788.4,211872.67,144887.48
YFR053C_SK1,906649.75,835053.06,953175.56,811455.3,869263,804119.06,1099342.8,700996.56,1045126.1,744803.8,872702.56,800126.6,1264398,670516.1,926086,599948.25,959367.75,606404.8,635634.06,309932.5,573416.25,376565.56,616261.8,353132.84
YBR230C_SK1,16017.304,13786.91,17880.293,14225.884,13030.617,10048.243,14586.732,12730.223,15929.385,13145.56,13113.148,14238.174,18940.555,13849.274,16505.492,12747.247,17811.43,14255.73,10264.361,6438.1304,9950.98,6712.3545,14012.861,5947.5586
YFL030W_SK1,56808.8,48223.1,58159.875,42917.79,58719.78,49590.83,57540.82,49024.312,53423.28,43886.6,56257.594,52644.71,69059.484,59983.438,68619.37,50048.57,68062.484,54523.59,39349.254,26982.14,37407.33,35402.496,37871.484,30307.727
YPR184W_SK1,56141.28,55025.855,55038.78,53684.594,54870.6,56509.43,56823.66,53330.848,56274.164,54202.023,57001.89,56110.58,63436.875,59232.297,62168.36,55057.86,64847.203,50852.805,44241.44,36696.547,41312.324,36272.035,41561.69,35187.51
YPL004C_SK1,421524.72,378851.62,429229.06,424167.47,434445.88,409620.53,454893.56,420932.94,428711.8,407331.53,450021.03,416506.94,536345.5,445148.12,528512.7,399637.66,494387.88,427939.38,364465.44,294122.56,348053.62,308835.66,349761.06,291427.4
YNL055C_SK1,555990.8,456286.25,570473.8,504404.5,545925.8,508716.4,574761,542478.9,498445.1,490689.1,492244.44,521000.62,539031.5,501685.88,532972.4,517868.06,541489,541188.8,397208.84,380821.12,349438.62,359358,407456.06,368380.2
YGR037C_SK1,91438.4,85647.2,96491.04,94282.195,92963.68,100010.875,103500.73,97856.07,97091.914,89833.75,94615.88,99898.625,112481.02,94270.67,104603.3,107708.375,95413.16,93030.734,69081.59,65411.67,65488.113,70490.83,72001.91,66907.875
YNL115C_SK1,22916.562,22125.09,24145.586,19063.102,19056.201,21810.53,25267.574,21584.717,22507.703,20267.236,19971.066,16887.125,26029.05,24264.617,23253.912,23652.062,20240.906,24600.775,12255.122,14398.462,15803.721,15016.615,13691.484,14115.811
YLR270W_SK1,99787.76,80416.664,97240.42,78330.81,95365.55,90950.97,88040.49,86188.484,89505.305,89932.55,74952.94,77969.016,104765.47,109650.79,107882.766,108401.31,105714.32,102173.14,63803.49,59042.53,63501.78,65856.74,53720.43,63139.1
YIL155C_SK1,57898.37,54402.188,60640.875,56828.598,61755.383,57468.73,57769.453,58921.06,55969.242,54324.945,48223.21,50027.5,73511.086,71457.76,67984.71,63782.703,65032.184,60566.355,45879.21,39725.914,39642.805,39416.266,42891.29,37934
YEL060C_SK1,438253.5,359646.84,449286.34,424172.7,435912.2,448307.25,460825.12,447731.72,326226.5,385724.7,389163.6,430474.3,514263.3,449715.6,518269.38,419187.53,336850.53,437078.94,308662.47,208004.55,327464.03,229413.22,319802.03,215818.31
YKL150W_SK1,407030.22,402511.03,346714.1,412333.12,396657.44,404154.8,395827.3,417505.6,375338.94,355047.2,394909.56,436075,441451.56,434857.9,489216.1,454436.5,432878.25,469771.94,275890.72,280048.3,251614.1,267192.8,279033.94,279696.78
YGL156W_SK1,53265.7,53247.17,55737.55,56178.023,55590.508,59424.68,55004.01,54486.18,50384.305,51389.625,56221.67,55582.633,63423.836,66538.016,60534.5,61107.22,59948.22,61526.414,35817.188,36802.062,34163.113,35552.78,34479.273,35192.348
YNL015W_SK1,180779.56,187436.48,184443.95,213892.88,189638.17,210809.55,185520.39,215848.92,174154.67,206986.47,204950.69,222461.5,221099.92,246027.22,237048.67,251013.83,199178.88,235537.23,115571.22,137771.42,120979.25,132485.86,121760.83,121911.96
YIR037W_SK1,35284.92,34038.832,44208.934,38578.004,39282.766,38076.83,42632.24,44977.82,39185.547,39335.836,40520.418,42286.31,52397.9,49434.812,51723.934,41027.18,44964.45,46597.535,25000.266,23726.967,24803.639,21556.068,28914.41,25055.46
YBR056W_SK1,21860.852,21521.383,26228.984,24115.15,27169.924,24684.408,23496.977,21594.758,24736.793,20879.957,21577.959,24821.406,27296.236,25877.707,30316.441,29384.254,28828.2,31347.037,20302.727,18954.205,19042.275,19014.02,17074.305,17036.467
YDL021W_SK1,15106.81,15238.305,13928.686,13780.805,16429.705,15020.766,15187.727,8469.174,15054.932,14273.034,22049.977,14680.186,17122.234,15126.354,16096.73,15689.645,17402.184,14103.238,11968.628,9419.104,12786.461,9600.3125,10837.256,10292.714
YBL102W_SK1,9179.217,9029.969,8870.2705,8021.485,7740.762,9669.432,9046.932,8003.994,8947.284,8734.643,10448.818,10785.659,11512.803,9691.655,8396.317,11063.273,10054.026,10613.721,7457.133,6000.919,7568.3516,6643.8125,6882.1445,6497.2285
YFR049W_SK1,10133.033,9662.643,9265.236,8626.024,9317.306,9401.672,7836.1606,6877.369,8661.699,9212.928,10739.396,9270.399,10724.705,13243.693,11669.073,10441.83,11748.954,9448.781,7599.7,7778.7705,7707.409,7440.538,7566.823,8514.118
YJL068C_SK1,8146.205,8266.54,7949.137,7217.6074,8401.247,7965.6377,7077.8,6056.774,8032.399,7827.741,9169.8955,8768.438,8421.95,9803.001,9520.8125,7992.282,9014.401,7458.937,6500.9233,6535.435,6535.8765,6105.1816,6264.402,6444.322
YIR036C_SK1,19365.219,16083.896,19354.988,16385.467,18759.627,17389.45,18062.395,16127.751,18467.605,11962.853,16995.139,16171.264,21273.982,19934.875,19656.357,21727.598,21499.283,23034.756,15488.467,14943.924,15384.273,14567.341,14180.654,15704.569
YPL281C_SK1,338212.38,284171.97,376407.75,288648.1,350928.78,300145.16,286342,302130.9,312802.47,294989.3,358915.28,315197.44,439692.47,423981.78,350189.75,398757.62,413867.1,387820.94,273178.56,251280.08,249152.11,240209.05,289808.38,260828.45
YOR065W_SK1,118211.875,114263.914,96759.266,93097.484,95731.61,99870.79,96941.5,91838,98197.7,102314.09,102347.38,101867.984,129407.31,143384.36,130836.05,124456.06,141822.78,136830.7,94091.23,95321.016,91659.16,95556.02,88640,102598.71
YKL193C_SK1,33294.566,33623.53,34413.617,32770.633,34631.277,34717.35,33265.79,31078.117,31812.033,33037.04,31630.84,32548.676,42546.53,46058.07,41347.195,41031.938,42525.43,41684.977,30734.664,31691.168,28418.799,30160.973,29532.01,30017.66
YDR001C_SK1,33809.82,27381.602,37739.15,31604.781,36515.586,30078.104,27993.436,42400.473,36386.15,40537.35,36451.508,40256.492,47246.64,46410.914,48867.965,42400.113,47129.207,47306.25,31506.676,36532.12,28376.32,27231.633,31438.926,32083.664
YBL064C_SK1,127914.8,130797.45,111204.68,122347.33,111618.38,119648.69,112511.92,131783.66,118920.62,130184.4,127855.94,125636.125,175589.88,182168.64,183487.45,172401.25,162359.6,179363.38,129097.02,127630.36,123055.89,114194.98,122000.336,121618.42
YGL037C_SK1,87504.71,97875.12,79294.34,94924.9,87576.81,103412.95,86503.35,93265.84,85564.03,95194.61,102606.914,99809.85,152537.14,146376.03,130509.016,138220.03,116401.42,119832.84,84124.44,83869.65,85815.7,94657.26,87791.67,88225.9
YDR391C_SK1,9544.314,7557.7173,8820.02,8238.643,8054.8853,8310.754,7644.961,6999.162,7745.5977,8120.584,7830.2256,8187.546,12790.452,13048.062,12884.045,12062.906,11878.848,12806.453,8710.102,9875.451,7717.9653,8417.343,8206.482,8264.332
YBR126C_SK1,113711.61,116724.31,120828.06,111914.86,109045.52,113805.8,110177.22,110727.28,81017.16,116290.93,110969.87,115202.19,179400.38,179773.31,176303.66,149512.44,159873.83,173604.53,106405.74,105920.21,108964.69,105633.42,110708.375,105868.11
YML100W_SK1,115088.95,114528.8,113040.305,117844.05,117388.94,114817.93,102969.17,119722.81,110224.98,113327.59,112733.84,111259.516,165030.84,178419.67,181643.89,192283.38,174405.81,188739.72,103755.91,92535.086,93981.05,105749.28,87443.57,92915.79
YMR196W_SK1,42394.67,41950.61,42209.023,44415.36,44135.73,46692.01,39993.06,42788.11,47513.6,42718.523,43292.617,43911.477,73789.67,69098.45,63617.953,64724.742,73863.695,69734.31,36854.996,39111.562,41690.97,36258.223,36136.754,37030.547
YML004C_SK1,49273.44,50493.86,47177.883,38443.523,49955.156,49166.316,43671.15,39034.695,46102.344,47147.492,45320.78,43480.92,79404.92,75793.09,67580.05,67266.63,79930,80797.55,46931.67,35868.234,40681.625,37045.25,41247.14,33855.9
YPL223C_SK1,174750.38,165913.1,191699.28,182736.81,166535.86,165811.97,120300.37,114941.29,174303.62,174550.38,164874.6,155174.19,289555.28,313116.34,268792.12,277595.88,286299.5,277286.38,150708.5,159992.25,141900.84,150054.42,147806.34,156206.83
YML128C_SK1,253787.61,253955.83,289895.22,249537.4,281709.66,265825.22,231533.66,229863.16,253247.89,261674.11,231883.03,236522.97,405128.25,415135.44,454493.78,381373.34,481356.4,365205.25,226428.2,195271.9,207921.5,196074.39,198007.08,185722.36
YGR256W_SK1,126071.016,116071.23,141378.78,117204.22,139244.08,126664.875,125180.21,110833.39,131933.61,122014.94,119029.81,119539.945,223622.66,212967.69,225104.69,198713.38,198274.2,197786.58,103591.98,105893.89,94189.29,101065.48,102336.125,98709.766
YML042W_SK1,5973.366,6368.8765,5476.2754,6069.798,6034.666,6586.8633,5483.2314,5719.7583,5176.996,6597.11,6527.1523,6090.407,9907.671,11760.076,9804.064,9667.805,9571.951,9653.904,4888.258,4889.8594,4643.4214,4577.1357,4683.501,4422.908
YKR049C_SK1,16166.434,19259.27,16934.676,19352.016,13998.242,19573.678,14356.649,16774.502,19112.814,19586.281,16552.037,17260.307,25228.387,33517.56,29388.715,29832.943,28534.332,29363.145,14777.645,14795.433,13836.461,13715.227,10863.855,13861.566
YIR038C_SK1,82642.77,74199.38,84398.164,79609.57,89134.13,81905.71,82424.73,78149.14,80635.67,77123.195,82993.73,86908.22,148360.53,149307.94,142481.45,149090.44,145008.17,145536.52,81339.95,78091.42,69729.17,71237.125,67726.95,70636.555
YDL124W_SK1,82133.15,87004.6,78658.89,84350.65,82002.42,92102.984,80233.34,84405.98,81140.31,85144.53,87196.93,85746.84,150524.11,162817.78,147330.53,151390.73,146673.5,155578.31,77034.61,81696.94,73402.3,77928.83,72859.266,76217.42
YMR315W_SK1,26945.305,32771.85,26631.322,30303.16,29939.273,33954.14,28564.328,29517.805,31802.059,31900.621,36896.953,36194.242,58249.22,56131.04,48393.62,54964.61,52932.887,61817.95,28482.785,31308.762,29409.697,29167.904,31766.959,28890.953
YMR250W_SK1,119043.7,132519.61,119871.016,135677.25,127566.35,136668,115030.7,125695.09,122638,137570.56,144787.5,145920.48,225391.3,236586.34,223152.39,217812.12,197503.19,180044.62,110543.016,126790.52,100506.92,117370.51,116480.78,120462.78
YBR026C_SK1,61865,79033.34,78725.65,70199.55,69765.69,82806.68,64506.836,71078.93,77205.234,79551.78,86852.67,76448.09,119277.92,137147.23,102957.91,121850.84,123021.234,109880.68,73846.805,72894.83,66267.25,68707.71,59341.82,70028.47
YER065C_SK1,10323.709,12870.381,8711.491,11435.611,9838.81,11514.629,8316.81,10197.914,9740.58,10590.904,9449.554,10445.75,16275.186,20286.451,19385.496,17311.113,15892.826,16546.79,11667.459,9883.651,10646.115,10370.222,12634.582,12031.096
YNL274C_SK1,35880.227,34021.062,27072.34,34428.117,30967.98,38337.656,32772.855,32281.203,30079.57,36762.293,33027.17,35295.492,58322.664,65520.984,59651.977,64124.78,57213.14,60348.477,37517.273,43370.918,39061.04,30679.422,37024.598,41435.78
YCL035C_SK1,87012.53,94864.625,89748.445,103551.08,81281.57,99393.25,95729.19,102222.33,83179.08,95733.01,87273.086,101514.33,174849.83,177133.62,159389.45,163228.89,151188.92,160806.55,75510.32,99796.55,100768.836,100583,101555.47,102272.28
YER004W_SK1,13685.832,13816.877,14151.587,14832.445,13449.271,17073.438,17659.309,19634.271,13647.463,15504.226,13042.988,14849.005,34541.68,33475.617,27427.414,31883.676,29779.668,32539.91,17732.488,19033.012,19045.594,20059.078,16620.314,18873.547
YBR286W_SK1,107292.95,137479.64,118440.14,141261.75,123646.016,150824.42,132247.75,154015.8,110807.28,130858.02,157376.45,165199.72,256922.17,267681.2,230310.39,251473.69,227170.16,244234.1,152024.58,167984.72,158510.19,176668.6,153044.06,166614.83
YLR345W_SK1,10533.09,10544.541,13003.595,11995.547,12159.422,12104.174,7098.689,11589.864,9879.824,12089.685,12610.893,13040.271,14351.654,17366.047,14833.848,13898.634,16538.23,15729.368,9580.295,6070.0435,9503.2,5851.17,8480.365,13941.582
YDR171W_SK1,31660.7,28518.016,42804.477,39178.836,35509.363,32245.896,42635.973,38531.477,30167.074,35539.133,41293.156,42681.93,40167.004,59675.97,53360.805,50756.62,46640.492,41153.63,28475.523,27074.58,29146.848,22249.496,26061.01,28222.227
YKL151C_SK1,72490.58,90298.73,83932.16,93866.9,82473.695,95703.8,82714.234,101962.44,82909.7,92569.67,78973.05,80891.37,108647.45,154701.53,107646.805,136638.89,103495.67,126029.516,69407.12,80792.38,69781.27,78339.23,66789.24,82270.9
YER048C_SK1,6560.3955,6995.3857,6106.286,11198.363,7915.97,10120.928,6654.5327,8873.87,4646.6875,10689.477,9995.887,11323.213,12736.643,13892.598,10183.592,13018.1875,9037.358,12541.996,7095.108,9725.086,6364.3643,10683.37,9530.887,10059.018
YPR127W_SK1,43788.87,64982.32,47566.87,78672.58,49612.438,81053.984,36783.816,66521.02,44209.16,77965.51,69867.09,84051.66,104461.59,109664.266,84832.5,109993.22,64633.156,116875.29,38442.426,71055.73,33480.32,62117.875,49988.645,65052.73
YLL015W_SK1,9898.174,17342.93,13370.517,15935.244,13969.42,16039.699,12237.0205,15577.744,10633.976,17338.871,17455.074,16737.639,26174.736,29311.064,25928.535,25965.998,16870.012,24246.336,17491.996,12612.649,16748.54,11314.5,19721.734,21026.295
YHR037W_SK1,29412.654,57970.844,25285.348,34882.543,40066.297,38207.523,36376.445,31329.016,43367.742,43130.68,36732.465,37938.29,48753.086,55850.96,19480.96,47929.203,50546.6,49134.062,30710.809,30447.307,30653.842,31634.531,15558.086,30574.727
YDR070C_SK1,66869.87,61903.523,30177.686,29270.762,28577.604,28786.582,26266.695,28781.092,64545.445,59825.297,26581.838,27855.113,53980.33,60202.074,57271.977,55701,62441.703,58696.906,29562.865,31778.318,27756.227,30186.045,28527.17,33231.043
YML110C_SK1,13553.688,12339.288,12341.776,10530.979,12619.107,10294.988,11379.096,9032.975,13318.429,12174.976,7744.342,7798.316,18181.01,19995.252,19952.75,18168.406,22103.729,17793.783,13460.242,10061.435,12580.6455,11532.888,12005.609,12134.31
YOR120W_SK1,55713.957,58102.664,64812.418,68605.03,72145.6,51042.14,58980.18,59099.93,65949.63,58929.887,58532.51,53578.242,111131.99,120499.48,82067.53,116567.625,147022.06,110176.53,75465.37,37041.81,60349.79,61111.08,63557.945,47352.02
YLL041C_SK1,19532.303,19760.98,18492.777,17186.172,15930.332,15684.609,16023.421,15656.646,17619.848,16111.891,14920.165,14693.653,31451.645,33395.117,36250.47,30318.062,42843.25,31324.906,23533.281,17774.537,21202.09,18194.242,19678.344,20642.562
YDR533C_SK1,27307.809,27327.61,30587.887,29882.846,31834.111,28879.941,35287.695,28467.557,30692.994,30153.156,29534.023,27388.492,59018.125,62675.15,70735.43,53573.36,60003.484,56030.88,33206.03,26425.383,30250.832,25916.568,38486.242,24099.59
YGR248W_SK1,113094.68,97853.91,113150.625,106964.43,111048.43,73754.3,105421.22,80716.81,112597.94,101347.266,69871.5,59161.566,187576.88,179187.62,217374.75,169361.7,226353.27,184695.27,119572.11,69522.766,104660.445,96861.586,106292.75,74477.69
YGR088W_SK1,193973.84,169552.94,169045.81,141737.28,157032.9,139935.7,171353.02,158806.72,135587.34,128535.09,146587.81,113076.11,347046,314399.16,350977.2,258684.16,378204.2,312876.25,194526.89,115847.3,146185.88,141975.28,162791.08,127908.17
YBR117C_SK1,179055.97,139606.22,194161.45,145043.97,206329,143334.11,176447.28,119634,176261.31,139211.86,162357.38,158425.05,386004.5,310189.38,380005.38,286280.72,407237.6,263709.25,200701.5,113724.3,171218.02,117893.75,172293.95,109151
YDR055W_SK1,30018.36,27374.041,30610.004,24117.75,31836.023,28196.104,28452.81,28192.7,32730.852,29926.725,28784.414,29499.926,69399.3,62489.758,76114.45,60173.95,76827.73,57736.78,35921.074,21136.012,35960.65,32889.215,30002.535,23914.582
YAL060W_SK1,10169.387,8044.8774,11966.295,8901.258,10713.528,8909.207,10580.6875,7945.6553,10020.877,8231.835,10300.212,10531.108,23650.367,19963.594,22357.65,20755.842,21431.488,19287.045,10604.418,8024.0347,10852.351,10124.077,12609.316,10081.427
YDL204W_SK1,185430.58,196926.78,207449.78,206839.52,202124.52,217092.44,176282.86,191130.97,192980.02,214399.33,208904.97,190953.56,414000.3,449024.66,395034.44,426916.62,364591.03,387901.62,155489.5,155367.73,149628.31,158294.89,138454.6,138798.97
YJR096W_SK1,92282.08,80468.44,96126.08,88644.34,93047.06,86199.81,85373.695,84268.98,87359.89,87272.87,89450.29,86547.445,198842.64,200695.17,204002.7,189904.64,186175.02,190254.86,85913.41,87434.336,79464.25,84278.39,81053.67,81620.84
YKL107W_SK1,14935.084,13928.495,16545.104,15109.382,16419.012,15608.367,15406.074,14007.645,16640.1,15578.258,15050.104,15273.902,40272.47,35797.008,35468.34,33696.496,35781.633,36794.277,14937.297,15100.559,13982.009,13157.572,13178.436,12776.499
YIL160C_SK1,6343.253,6882.394,6165.199,6850.7812,5976.551,7226.0684,5248.4326,5666.5244,6587.0205,6924.218,5355.2803,5757.099,18289.438,18162.73,16528.215,15880.243,16484.328,17096.049,8507.24,8613.439,8479.883,9263.005,8621.621,8238.008
YLR070C_SK1,12638.658,12877.309,12639.602,12160.34,11556.57,12084.406,7900.8135,8683.858,13262.697,13497.855,10239.315,10663.078,33690.586,33201.117,30746.305,27214.656,30317.066,27782.242,14311.039,14241.774,14740.533,14008.9,15693.566,12543.947
YLR174W_SK1,7813.2026,9289.442,10245.73,7572.4844,11585.553,8479.764,7221.4277,6241.236,9836.505,8146.362,5873.91,6120.4375,26268.307,29533.84,29453.014,24509.29,30791.604,21701.115,11018.661,8438.671,12294.9795,11960.854,9256.347,10665.345
YHR132C_SK1,25948.766,24947.746,26872.79,25043.904,25970.469,25641.18,25777.78,24183.94,26050.004,21810.463,21964.055,25720.115,87762.58,79039.805,89415.39,77143.49,89799.375,78363.79,37843.625,32922.76,37940.812,35311.566,37386.76,32691.008
YDR453C_SK1,40800.15,48819.39,40727.086,49213.934,42428.812,52870.89,39022.824,42720.793,44416.664,44953.18,44733.445,46624.902,138832.14,154453.12,136827.95,141305.34,137718.88,135832.22,53543.605,57547.2,49020.664,53163.18,48804.406,50621.945
YGR201C_SK1,9031.32,8710.522,9346.438,10473.07,9225.701,11059.279,7220.929,8156.93,8106.9136,9438.107,9353.262,10289.037,32374.006,35872.402,35301.734,34216.508,30015.24,34364.95,10849.023,11780.089,10047.3955,10686.136,8993.036,10298.2
YAL054C_SK1,10743.583,9964.3545,10213.2295,10681.45,10129.332,9980.859,9271.464,7660.889,8634.887,8981.992,9699.23,9824.828,63557.84,65474.234,58281.906,56248.547,60026.8,63025.062,16626.836,17288.111,16334.653,17049.736,18935.836,19795.297
YDL218W_SK1,12845.012,12601.977,15523.323,13457.111,13800.432,14101.131,9985.968,2572.391,13197.707,7116.302,6806.296,12878.066,187366.31,184274.56,225933.89,169660.39,249598.61,161857.62,95397.62,49579.68,64883,51188.06,58174.535,46579.152
YGR171C_SK1,4002.4443,185239.17,181531.83,151913.12,172412.92,151659.7,170436.88,158692.69,247122.58,207589.86,136233.67,165147,160147.66,259875.4,325844.03,297610.84,380255.22,338235.25,187738.62,152729.02,92289.33,153673.16,68854.32,124245.37
YJL153C_SK1,15223.362,17652.451,8088.403,23279.395,17215.068,24413.115,7915.9497,6832.2246,8035.9575,8387.476,8317.774,9102.588,26614.223,28403.43,26131.398,24587.49,28283.99,29591.723,15767.331,14884.407,14875.107,21482.605,15842.053,24126.258
YPL280W_SK1,60275.867,68461.34,20456.568,16242.719,61874.594,70992.445,77472.74,107600.87,50205.074,69378,45927.164,46730.33,127816.23,101837.734,96920.17,83867.484,17460.877,99758.29,21739.207,47957.688,22718.918,48738.484,7374.5522,44698.8
YDL171C_SK1,1511.0503,7916.311,2219.0725,6911.1523,9682.76,6496.344,8357.603,8190.2036,3825.8862,5996.4565,5097.1724,4677.634,14529.5,11583.07,14877.002,4420.531,13205.93,11405.874,4395.727,5439.1714,3962.6143,6409.57,4196.4263,5822.7754
YBL015W_SK1,115057.016,107854.5,111147.875,114260.86,65584.88,110178.08,112786.76,112304.31,108635.31,110081.92,97558.03,105240.016,142722.12,140022.9,135529.8,142641.22,138312.5,147745.81,109635.04,105391.14,93413.69,100823.875,108199.36,110869.22
YHR001W-A_SK1,31545.889,30503.498,37350.05,33686.316,20090.057,34149.863,29011.887,27871.51,31474.488,31312.023,33787.035,32895.902,45817.633,46052.305,44577.344,41499.086,48263.348,47528.195,31165.387,31995.283,29989.709,31729.918,30311.715,32876.152
YDL168W_SK1,11684.582,10807.179,12339.635,10659.6875,11713.528,10420.049,12012.117,10436.604,12656.573,10419.279,11263.176,9069.54,17020.904,18679.252,15161.795,13446.53,17435.752,16191.357,11715.786,9377.15,13655.75,9702.012,13121.814,8141.714
YPL262W_SK1,105844.61,106705.68,107289.17,108326.55,92167.84,116906.21,110552.7,102097.22,106724.86,113331.93,104829.01,105028.22,136817.75,189629.6,178565.38,159268.69,191858.47,161178.98,105657.81,119406.33,124585.414,115513.61,122537.22,116756.53
YHL034C_SK1,61390.312,63429.664,65531.484,67310.766,59653.293,68076.84,52138.703,62769.883,62254.707,62217.406,62396.22,64219.1,67043.2,85228.47,87910.375,82209.664,89906.695,77250.53,53294.867,63142.953,64402.844,70730.99,53792.625,61265.965
YKR018C_SK1,18316.008,17892.195,16607.55,18999.027,17897.28,19343.596,15714.479,17602.121,17178.104,18818.568,17018.54,19007.97,18963.996,26037.117,20163.238,23921.723,20702.72,26647.58,15666.574,17965.445,14443.245,17719.793,13123.175,20878.18
YPR110C_SK1,34130.01,41348.152,33445.46,39766,34168.203,40002.062,32361.742,39613.18,32697.984,39828.766,38517.05,41670.402,33313.22,54629.484,38114.74,52320.88,41070.555,50176.812,31786.188,36410.37,32967.21,37577.58,25892.752,37968.793
YBR139W_SK1,16427.078,21709.8,17937.422,24503.316,17359.24,23396.154,16134.568,19000.5,17142.695,22347.541,18302.309,22220.707,17365.334,27527.25,22950.969,25022.648,22575.027,28001.664,15840.788,19979.695,19565.217,20340.29,15727.523,19057.266
YER012W_SK1,19500.803,23655.137,19975.814,24629.787,19239.355,28500.812,14880.447,22562.54,17396.297,27188.004,22589.457,24306.674,23833.611,33474.22,22766.68,30423.406,25244.598,29775.84,18420.305,24703.55,22695.008,27348.254,18207.54,24318.336
YKL117W_SK1,83589.305,69758.414,84100.54,63509.293,86171.266,63610.88,81169.914,64223.824,80167.91,68870.836,78909.305,78782.16,119096.1,110382.04,108410.086,113876.89,109711.29,102625.51,85932.65,85169.01,90542.516,82504.055,81172.31,89914.92
YPR148C_SK1,34656.574,33132.234,32331.824,32740.41,32813.785,33142.758,32345.523,31813.924,32125.785,34200.473,35396.562,34599.164,48026.758,51069.766,47191.77,49271.723,42179.52,45173.156,42132.35,43813.64,38051.17,41432.73,24450.078,42949.203
YPR191W_SK1,138794.42,137053.72,131506.39,127736.36,129659.35,124925.09,133819.12,134725.47,127706.734,131183.44,138284.81,138022.81,182961.78,180839.53,173758.67,167948.81,167453.75,187308.39,142662.06,140578.19,132768.08,135456.5,149414.47,145344.33
YBL045C_SK1,90319.734,88381.33,83044.39,86541.84,82900.97,80377.625,92896.25,90847.44,88974.18,82793.33,91404.85,88189.59,118742.484,131580.23,118974.69,123158.14,118335.92,132428.06,98884.81,98577.09,87542.63,97941.125,103878.89,106412.2
YCR030C_SK1,14357.509,15497.389,14177.691,15247.167,14016.507,15979.824,13691.737,15255.59,14013.145,15280.508,17434.8,17486.516,21805.502,22652.762,19426.271,21196.459,19539.875,22834.457,16179.713,16528.705,15957.038,16739.96,15751.124,17217.072
YOR341W_SK1,9370.848,9194.938,10410.8125,9517.377,10088.7,10988.854,8543.072,9073.996,9846.36,10435.436,11293.16,11045.743,15336.097,15278.382,14864.745,14513.835,13903.47,15222.285,12185.543,12454.903,11848.807,11598.463,12683,12625.373
