Name_Category,ESM356Leu_D_1_1,ESM356Leu_D_1_2,ESM356Leu_D_2_1,ESM356Leu_D_2_2,ESM356Leu_D_3_1,ESM356Leu_D_3_2,ESM356Leu_H_1_1,ESM356Leu_H_1_2,ESM356Leu_H_2_1,ESM356Leu_H_2_2,ESM356Leu_H_3_1,ESM356Leu_H_3_2,Clb2_D_1_1,Clb2_D_1_2,Clb2_D_2_1,Clb2_D_2_2,Clb2_D_3_1,Clb2_D_3_2,Clb2_H_1_1,Clb2_H_1_2,Clb2_H_2_1,Clb2_H_2_2,Clb2_H_3_1,Clb2_H_3_2
YDR407C,5472.5894,5990.094,5404.5576,6151.783,5435.693,2797.711,5098.8,6125.672,5900.377,6304.9395,4953.443,6061.5195,4410.3096,5118.6357,4053.2046,4770.754,4503.219,5687.9814,4331.0947,5127.377,3721.7388,5862.859,4702.949,6632.168
YKL010C,5536.736,5193.7427,4749.049,5792.5703,5725.0186,4933.0464,5753.437,6485.0034,6280.172,6222.3037,6208.884,5225.1855,4560.098,5083.8564,4202.5283,3663.7495,4173.8213,5376.3237,4376.211,6458.472,4304.6523,5158.5996,5128.3477,8198.308
YGR138C,3533.2336,3286.9753,3423.8813,3555.7073,3661.3564,3729.0007,4509.534,5085.1694,5641.4385,5582.746,4576.159,4478.6357,3066.689,3373.0776,3285.7969,3779.025,2974.5134,3401.9968,4118.8125,4713.657,3831.496,4212.246,4612.869,5519.6455
YNL117W,4922.5977,5327.0947,4505.4873,5511.4517,4659.8105,4994.198,6816.915,7871.584,7031.1675,8398.315,6781.712,7031.9346,4785.4956,4987.952,4117.1123,4503.1455,4877.402,5266.3213,6774.9253,7598.1016,6331.2905,7029.912,7696.3394,8348.689
YMR086W,7334.2646,7922.206,13376.899,8088.161,12788.945,8072.4805,13323.943,15514.56,15457.979,17207.871,13354.439,10334.571,8800.724,16003.514,8357.417,8541.176,8091.626,15281.384,9549.227,16659.857,8366.668,14047.611,14679.193,17116.44
YIL115C,7994.2627,7084.297,5283.345,9184.919,10368.238,9457.068,10968.299,9113.518,11570.021,10504.656,6167.768,10998.939,6888.6055,7957.4634,5107.2197,8557.444,7962.5854,10264.729,12016.891,7968.6274,5806.42,6565.1064,11153.645,8623.901
YJR058C,1668.5354,2038.2805,1194.7256,2067.7693,2927.0513,2467.9531,2137.506,2228.6807,1679.2314,1970.2151,1863.4355,3129.625,1699.0474,1728.5146,1331.5234,2042.2627,2651.3018,1916.7068,2342.8325,1989.0256,1585.208,2134.934,1714.6034,1907.9968
YHL031C,7732.211,5845.0396,4766.865,10063.57,9441.639,10042.569,9721.636,9197.727,9797.089,9181.474,8477.033,8989.604,6643.634,6379.0986,8767.473,6051.4443,6337.6855,6349.0796,8366.049,9146.562,5029.575,8951.086,9276.656,9339.349
YLR216C,58002.64,65844.45,59106.438,102511.445,90427.38,104544.58,91069.44,106501.484,92357.33,110338.07,95834.19,70944.766,66501.93,78940.31,71032.266,83150.76,54152.457,77383.37,69300.1,81782.34,69837.94,84355.6,75175.63,90767.266
YOR260W,4479.488,4002.5996,2610.6104,3929.1372,4049.289,3536.8438,4938.704,5092.974,5364.1016,4782.0547,3440.6885,4286.583,3329.7324,4862.3047,3389.277,5075.8926,3526.3945,4534.1685,4954.782,5288.67,3144.667,5368.0586,4008.5146,5470.267
YOR091W,2290.9487,2238.6467,2077.141,3027.5308,3640.5564,3197.5562,2225.0698,2676.252,4699.6924,2904.7927,2151.9014,2875.704,2607.3494,3071.4263,2127.0952,3110.783,2355.6555,2919.0742,2698.5366,3087.4146,2611.3672,3179.3198,2959.5994,3559.866
YMR152W,9881.278,14077.448,10030.819,15232.303,18113.672,14675.086,9760.227,17136.318,18766.44,17247.307,10065.367,15926.912,10133.729,15583.405,14742.004,15940.4795,9555.438,16851.266,17819.467,18999.133,10068.575,16929.158,10602.523,17198.186
YLR222C,2533.833,2349.5945,2247.1724,2590.6025,1470.7405,2232.9353,1629.3916,2666.8545,1660.5107,3377.0635,1812.3862,2727.6719,1694.4402,2626.8306,1940.0383,2947.1934,2581.7148,2675.1753,3127.459,3052.432,2795.5247,2839.3394,1889.2198,3492.8643
YLR083C,9398.251,6595.478,6070.37,10060.09,4813.843,13322.46,5433.9277,8349.629,5915.706,9366.085,5242.6245,9757.178,5444.381,9697.895,7494.8667,8843.789,6894.5107,7832.5557,8595.696,8977.329,8144.436,8897.064,9293.058,8784.305
YNL137C,5533.492,5007.2837,4304.6567,7953.8887,3771.1582,8363.63,3274.787,3717.1038,4087.4243,4734.0024,3030.1323,4293.0137,5059.1006,3135.2651,4595.2637,4988.2217,3635.929,4735.1826,5119.3115,8660.093,3876.3577,5234.7827,4520.2046,7531.001
YBR245C,15090.246,15478.019,12707.386,31514,14488.6045,27807.406,10567.278,13436.496,10342.446,18144.293,13395.789,26499.303,12713.104,25498.451,13774.037,27765.305,14012.056,27754.64,24633.852,25664.125,26173.186,19246.58,30162.53,33536.527
YBR181C,182824.92,200045.34,189232.94,219220.06,173629.9,219803.12,167531.77,195093.34,175025.94,203779.39,173231.84,201241.66,201410.6,277486.56,210768.58,304547.44,187509.2,280686.6,215550.92,316279.7,212521.97,324619.94,203715.55,300743.3
YOR095C,5206.336,6206.4556,4359.347,7499.8013,4616.4917,8483.79,5343.673,7190.8164,4859.1333,7097.8276,2839.0237,5692.1445,6615.245,8838.045,6464.9795,9220.553,5629.729,7765.6797,6790.75,9176.787,5145.913,8123.843,5629.7646,9784.218
YOL127W,275719,250049.36,215315.16,292635.84,193158.28,307136.25,218329.56,271770.6,250420.05,322576.4,185593,317929.62,200186.44,330287.16,305080.66,395718.2,256403.6,312920.4,294632.78,333546.5,289657.53,344330.25,311032.47,347052.8
YBL041W,24321.72,28648.354,20359.99,32152.084,17740.059,29021.352,18967.59,31515.205,18188.088,25476.111,19921.58,33821.58,18936.447,28821.46,35776.688,36106.105,26764.74,29881.246,28344.955,32571.875,34785.156,31689.152,23535.617,33077.9
YHR039C-A,26231.008,39481.07,29663.693,41503.93,31044.28,42269.33,30323.549,38650.055,25240.855,39138.598,18642.621,42119.742,26054.816,44370.254,39352.59,45023.11,25678.016,40534.895,35210.375,42199.57,38374.5,45675.246,33606.273,43448.918
YHR087W,51624.164,82033.56,65160.68,77986.375,55444.55,83446.02,59862.27,75367.12,41702.14,78472.445,49467.15,90647.45,52438.72,98000.375,81314.05,99127.984,71558.9,97469.74,69017.59,88719.03,83867.44,93176.45,76801.47,100634.56
YCL008C,1351.4469,2957.8203,2707.0112,2686.474,1288.6704,2836.704,1253.9574,2383.5989,1510.4132,2743.3232,896.4408,2521.8828,1304.314,2886.6313,2579.3555,2768.6748,1907.4639,2427.6743,2472.0444,2833.4983,2718.0142,2986.7202,2599.3425,2478.584
YNL197C,4922.3926,5661.0957,4269.7812,5150.84,6008.044,6793.222,4305.728,5909.0796,4883.079,4848.4575,5721.4077,5241.9463,5064.2173,6394.526,3835.2383,7468.876,4882.5303,7280.089,8770.058,3892.7046,4638.0674,4177.6816,4222.9053,7294.779
YPL184C,3900.5034,4357.7466,3953.3967,5007.1636,5186.6567,5539.616,3384.3254,4510.9517,3881.4883,4288.0405,3171.8638,4936.3896,3025.2935,5331.1206,4806.409,5836.085,3270.7935,5362.593,6511.9893,5259.6465,2850.7896,5189.6865,3103.7668,5290.587
YKR042W,9368.828,11147.932,10575.504,12312.127,12596.368,10981.026,7048.09,9628.2,9573.698,10687.721,6771.5654,9190.382,10512.539,14409.337,13310.222,15768.011,10740.093,13111.756,27109.393,14988.255,10312.4375,12841.888,10874.608,15023.424
YKL107W,13617.388,3858.6602,2726.0552,3532.0527,1997.479,3990.6748,2985.7058,3184.2932,2699.5166,3597.086,2249.9077,3811.0344,3661.104,4757.321,4469.075,3066.3013,2257.1494,4045.137,2680.355,3933.6028,3250.3896,3789.5015,6747.4214,3129.3044
YIL162W,23578.436,8765.861,7453.167,7335.1685,8259.144,7397.356,7818.3984,7756.7666,9224.84,8111.6577,8004.8623,7448.9443,6927.849,6976.976,6642.169,7327.0312,6990.5234,7937.584,7097.8804,7890.0605,6538.561,7232.048,7583.432,8361.523
YLR305C,22708.906,10812.651,6844.5464,11772.817,7009.2944,10766.348,4422.946,10592.293,5952.3477,10472.6875,10095.929,10957.594,7416.2856,4107.0723,7315.934,9239.648,6616.379,11423.605,6831.1924,10995.28,7428.2505,11452.887,7381.939,10152.096
YGL141W,17208.697,13032.762,3833.8877,14631.938,1693.8737,13973.022,4717.58,12968.045,3592.059,12575.808,4257.1836,4945.835,12081.516,9799.261,9804.839,9185.613,12899.11,12312.038,11225.427,9797.202,9222.335,9272.703,12795.431,9943.685
YGL203C,11084.419,9708.394,4139.596,3896.9048,3954.223,8763.242,4448.541,9274.179,3793.817,8154.7095,3957.968,8101.491,4623.3955,7568.006,4473.199,6906.414,9427.855,7204.497,4341.5615,7250.9624,8796.748,7448.879,8176.592,6923.4395
YNL049C,185713.3,174128.83,143827.52,156017.36,36777.355,156639.8,132932.1,143161.3,115337.63,142231,114746.09,126424.76,74657.88,129148.67,35541.734,109681.72,141360.25,120207.22,109140.41,99740.96,126180.16,118756.59,62780.254,99990.22
YGL004C,183613.6,171806.12,141997.12,154437.6,125610.81,154699.14,131193.89,141440.03,113436.69,140457.17,112609.12,125129.555,62036.94,127582.414,91185.15,107420.625,139306.39,118519.5,107289.1,97860.89,123997.43,117160.45,42845.562,98324.375
YDR120C,22276.49,23839.758,13417.07,26552.314,13990.416,24266.7,12939.54,21742.6,14459.73,27641.73,22671.664,22447.072,15510.887,12181.482,14739.038,24010.738,23816.576,12330.523,23820.475,24000.758,12631.884,26211.438,14607.237,13518.742
YKR095W,13401.73,16621.516,6508.623,17954.895,11427.043,16413.39,11441.361,15294.793,10147.785,7590.0845,10510.88,15644.859,8176.68,12158.93,6637.6133,18371.562,6975.6904,12061.032,15382.682,8834.15,6699.906,17972.348,7295.595,11678.8
YFR016C,58749.086,68618.555,57371.63,69453.77,66430.58,74040.01,51669.387,63721.594,44869.336,4279.3115,60105.52,71789.484,60187.598,79240.9,73431.37,82647.625,62639.926,4147.195,41829.96,4294.404,3543.769,79942.984,4462.232,79039.336
YKL063C,3033.8447,2122.1812,1285.7112,2626.9382,3717.5095,4275.573,3668.7334,3081.8042,1276.7457,1663.9065,3199.4478,4575.13,2338.795,1303.4014,3137.7354,4859.456,2728.5662,1426.2316,1373.5328,4063.3364,3449.8145,4333.8896,1391.5804,5804.5884
YJL074C,3559.4963,3279.5815,2769.9197,4018.6787,6147.835,5867.5166,4401.8076,4286.5283,1748.1664,2787.6353,4967.374,5879.6465,5351.9062,4277.714,8209.39,6468.9355,4183.763,2849.5376,2323.4648,5199.2646,4236.461,5686.8125,2434.683,7136.52
YPL258C,13047.379,7056.0986,14097.439,20194.074,17646.143,17123.293,11581.955,18300.36,9743.502,7666.8115,12572.893,26681.566,12689.094,11275.095,11461.049,10674.924,13868.801,12237.648,9651.974,12784.157,7360.164,25528.799,9651.704,10895.27
YMR221C,4867.7607,8007.2446,4127.2344,8514.087,4682.0596,4187.972,4332.55,8867.152,5451.101,4946.7383,7272.0938,4796.0728,6959.287,7817.8174,3641.031,7179.032,3692.4658,6596.031,3787.127,3818.9353,6889.2637,7000.271,3835.0708,4225.106
YPR132W,52900.53,84768.05,45411.5,93916.516,49491.57,81229.89,60645.28,109896.234,35839.844,86841.445,59928.12,49782.96,50523.617,113484.07,48167.96,54756.492,45728.09,52687.89,57039.617,60671.73,54636.96,58464.438,48436.703,56392.047
YKL179C,7230.632,12510.512,6938.328,13552.939,6103.0117,13796.405,5188.1934,13607.894,5735.0854,14328.475,6704.7183,11136.482,5427.107,14552.517,9334.415,10448.608,5635.723,8621.805,6150.1484,10550.349,8052.3525,12756.135,7498.5576,7865.498
YNL181W,5756.912,13888.423,5749.875,13921.583,6322.6704,10608.452,7653.4756,16792.55,7927.718,16298.572,7546.33,10157.561,8120.098,10828.268,7769.6934,10546.378,7440.2363,11172.044,8184.0034,12304.098,7447.049,8164.2705,9459.992,11408.418
YNL332W,21759.012,29968.11,17976.188,26460.215,13273.49,20836.357,15973.083,21689.633,8898.184,17649.865,11099.259,16608.125,13521.791,23139.184,12277.902,18285.295,9355.341,18238.785,9813.001,16000.444,8259.068,14992.704,4468.0996,12703.793
YPL084W,25108.879,34455.957,21717.516,30140.393,24142.305,8619.341,26023.598,31739.795,19950.98,28369.533,17732.738,24032.268,12586.308,15962.097,11570.85,16540.559,12440.16,19899.799,11757.486,16072.629,11072.0625,13215.652,14267.879,20586
YOR124C,9209.758,24385.227,6968.645,21430.197,4632.584,23113.832,11620.576,21293.596,10661.643,22729.072,4517.821,3333.813,4925.614,21722.686,6551.712,2445.6108,9022.564,3275.8286,8813.823,3059.4556,6979.2627,3735.8237,4132.3867,23395.943
YPR190C,1305.1749,4374.3975,1286.3329,3995.8838,1293.5986,1304.6069,1258.4796,4477.7363,4092.6226,4503.154,1290.2327,1618.751,1373.3142,1560.9312,1143.8107,2041.7686,1136.1276,1727.1115,1354.2627,1653.3206,1203.5052,1712.2098,1929.137,1996.502
YDL047W,4790.8438,12974.001,4225.545,6862.8066,4493.9146,2829.1758,3947.623,3355.9492,4276.9517,3948.4243,4718.953,3598.4426,4339.8623,4226.261,5935.365,3637.2842,4249.5723,3475.085,3325.4946,3849.6362,5017.5664,4486.6284,5654.882,3490.6274
YDL014W,40098.582,153145.89,45373.918,47254.492,37736.53,47476.242,49281.2,105403.14,40085.113,53261.11,51354.38,50994.035,44211.766,70077.63,47015.457,46343.77,45692.312,65461.36,55744.707,34169.08,54386.57,69682.84,55379.33,52280.246
YLL008W,20562.488,23127.24,20192.18,24925.156,21662.094,2060.1453,19386.871,24633.832,21465.99,25251.3,21179.527,25211.816,1715.1406,2003.9014,1643.2559,2544.4458,1634.3212,25503.922,1794.0444,2236.4036,2071.1648,1736.2273,1758.9187,1838.7728
YKL014C,3547.9695,7093.5127,21657.018,4864.8813,6316.299,3742.6067,3117.012,22076.322,18546.53,7047.2847,6365.024,7537.9497,3770.923,7411.9966,6631.551,9067.602,3594.9668,7919.767,3446.6523,4235.033,3044.0103,8133.454,7601.1665,4540.4727
YOR123C,7685.8145,19688.094,25226.676,24118.215,20120.463,5199.335,7589.91,23596.834,20566.898,6022.343,7707.787,26508.992,8301.811,23920.865,7849.2856,4745.0293,7985.0186,19866.88,8069.6724,27889.656,8701.485,28456.695,8780.876,5027.2188
YOR112W,5718.725,13151.092,5483.4004,13779.065,5754.7217,5514.2144,5591.8286,5980.3203,5665.54,4771.411,4737.4336,13766.365,4867.766,14393.431,15440.232,14184.756,5124.6523,14309.316,4966.3545,4723.7104,17496.627,15911.901,5147.997,5050.28
YLR095C,1370.0717,3954.0056,4742.792,4723.7866,2093.3223,1585.2147,1575.6952,4860.2935,1726.8335,4423.48,4765.6675,4306.8887,1721.2023,4437.6416,4888.6255,1767.9109,1667.8472,4689.123,1935.7542,4657.432,5135.314,4732.1187,1641.3424,1550.1752
YHR030C,4060.4355,17937.105,4621.1294,19250.602,4174.6987,17018.13,4338.407,18964.922,5099.575,20247.725,4355.554,18767.791,4223.266,21232.723,19814.676,4785.092,4265.829,21969.922,4374.7446,19256.047,19202.918,20802.068,5275.0605,5643.1123
YPR045C,2141.6426,4414.4395,1700.8306,3756.8875,1959.89,3521.2751,1990.503,5039.2295,1692.6182,3939.9028,4113.842,7389.661,2697.6982,3215.1865,2842.516,2640.4731,1636.9681,2128.443,1535.1167,2019.6201,1205.9412,3127.2368,3491.4927,3643.7632
YJR049C,3370.0586,5781.4175,2766.4207,6506.759,1614.1793,5970.6157,2682.2554,5382.639,4651.0767,6170.1436,1879.7678,6545.234,2933.7036,6297.077,3716.928,6032.0576,3012.4055,6253.041,3097.4775,7203.041,2765.691,2796.6494,3084.0137,6636.2554
YDR484W,19292.006,47110.348,1756.2227,50092.113,20155.232,44654.758,15258.113,44176.574,24735.062,50415.383,17446.957,44665.566,20890.266,46050.105,40459.49,44359.082,17763.715,43050.01,17487.875,45106.52,44380.453,20579.889,17460.025,42836.91
YOR232W,8341.278,23795.684,8464.18,25907.936,9088.371,23701.238,7663.1616,21011.4,9102.008,24155.617,12381.084,24940.988,14424.5205,20562.342,16558.104,24901.36,12737.718,23683.434,13454.238,24710.334,15427.605,25043.383,16973.574,26099.807
YFL008W,3801.671,12681.677,7211.81,10932.407,5222.9385,10569.397,3420.8123,10112.425,6123.3066,10880.928,4855.1055,12693.236,4513.198,9296.571,7313.2266,11426.748,7271.755,12018.124,6377.91,9599.976,7654.3164,11172.219,7834.675,10430.366
YGL039W,8583.227,19803.91,8502.484,8438.115,8378.16,20449.83,6486.381,16595.025,6211.184,18659.523,4558.717,16164.362,7047.032,6794.923,14079.393,19439.223,6565.1846,19084.877,5040.2217,16913.299,4591.4062,16227.314,6627.486,6847.125
YNL116W,3147.9385,7685.9355,3815.88,2963.1145,2692.449,2706.5908,2312.9717,8377.754,4718.6104,7525.035,3626.2754,7731.334,3405.0708,3755.8398,3469.016,7478.3467,2804.3672,6933.6807,2457.5986,6785.7456,3092.9067,5674.5723,3324.991,6683.829
YPL009C,2851.1655,16476.936,11236.055,8853.1875,3888.4375,8992.521,4298.585,18707.63,3916.837,18833.988,4247.9473,18144.01,4217.9453,8883.959,9576.562,16974.713,10697.927,18339.365,11769.343,12038.682,9722.6,10452.134,3459.7808,18831.447
YFR013W,18802.988,16777.78,4816.067,4740.706,4572.661,18590.703,3393.6606,3634.8022,2898.5513,15857.492,4871.415,9432.882,9860.668,19969.844,12131.17,3902.3462,8893.032,3370.6135,8528.859,4364.7275,4641.309,9647.558,3725.322,9812.791
YAL043C,4087.3123,4818.8105,4007.4746,4710.1987,4249.134,23511.719,4407.866,5590.8667,4945.4185,5615.6846,4624.2085,6029.0938,4285.191,5228.507,4279.5273,5635.6343,4198.704,5387.932,4459.509,5782.731,4338.242,5496.1006,5033.925,6546.3145
YIL048W,2925.54,8248.816,2820.795,10126.134,2908.2952,10476.715,2767.382,5053.7007,3355.9827,6752.0996,2944.5178,7449.987,3397.3115,7413.6895,2697.5615,5597.156,3416.3809,5182.3,3007.9448,5503.18,4048.5298,5364.9253,2936.3962,4578.957
YMR296C,13790.485,9257.548,11030.961,10555.74,9550.284,37395.223,13459.299,12143.695,14656.412,12370.899,12510.59,40599.08,12990.957,39822.445,12426.427,43326.934,12649.822,38099.895,11951.411,44273.598,13270.371,9922.245,13016.164,45808.24
YDR356W,1758.8508,6989.584,461.43625,4794.6123,1755.8291,7313.705,1906.8018,8261.499,1266.7758,5333.7236,1118.0386,3701.147,1415.301,5092.7793,1080.3906,4113.096,888.66785,5765.8813,1674.897,4397.9277,840.3911,2876.1309,821.52826,4865.475
YOR386W,4490.769,17674.83,4482.357,19175.727,7657.81,18640.434,5647.7573,20291.05,5606.1885,21201.277,1893.7234,19626.625,3289.67,18297.443,3505.6514,19633.508,3274.167,20125.895,4724.67,21038.664,4069.2903,4245.0713,5876.8506,4325.242
YDR060W,4902.496,12398.215,4517.2676,13635.648,4112.7803,12575.065,4430.5103,14219.835,4143.4985,13002.876,3947.914,10360.89,4649.5234,13882.76,5486.092,10876.627,3793.5483,11398.66,4104.0576,12503.883,4028.9248,11960.014,4561.8467,13470.767
YJL053W,5360.178,17456.95,5362.502,20469.754,4951.6733,18640.459,4836.6777,22481.426,4869.5464,11097.167,4814.9346,18114.945,5666.043,21812.201,4852.544,20421.17,4455.8184,19282.934,4128.526,20584.6,4207.6865,17610.102,5146.942,21323.473
YPR125W,2612.3022,14655.012,2448.585,14896.002,1906.0079,14216.252,2134.0823,14251.327,2792.5422,15991.212,2348.495,15886.873,1787.704,15602.049,3372.3042,15241.282,3561.9438,3389.2458,3952.2031,15276.826,3605.295,15318.6875,3002.0232,17027.754
YMR312W,5283.4883,7136.0938,1166.0089,7599.5923,4564.5605,6996.9355,1441.0549,2166.4565,2710.4863,2216.825,1355.2986,7631.477,2087.7783,8613.501,1491.1853,7953.591,3294.185,8080.71,2990.8477,9110.498,1433.394,8480.681,2479.652,8017.2725
YGL035C,1812.9507,7086.73,1896.8572,7429.871,1998.9103,6947.6064,2231.344,1995.5593,1898.8031,2228.2495,1869.9733,1802.8319,1334.2075,7237.7754,1280.1024,7580.4434,5142.5654,7480.1504,1403.0212,8008.7324,1283.3129,7381.361,1660.359,8279.781
YMR235C,21730.44,238649.48,22507.154,256312.5,23783.625,21050.434,20493.045,20974.08,20484.488,20833.88,27983.465,22130.402,24945.582,21509.148,20685.258,248872.02,21820.54,20141.113,21456.033,230320.62,26068.72,240518.1,21379.236,22399.207
YMR067C,2578.0825,24464.855,2771.8755,87761.12,2974.3252,3638.9238,2454.6243,15708.243,2547.9495,4001.5981,1864.9883,3268.974,2485.178,3741.4517,2632.2231,86693.26,2566.2053,22119.555,2560.9438,81244.68,2378.0745,11570.19,2866.786,46765.297
YPR144C,1518.9005,30274.754,1601.1722,29077.893,150.53566,22470.133,1986.1604,2095.25,2227.0603,2156.8987,1914.0621,5552.033,1950.0493,19245.814,1684.2241,1453.9321,2077.555,19669.475,2192.0823,17105.584,2004.9639,19819.621,2190.064,17543.049
YBR082C,13948.068,25372.613,9663.114,27630.143,31522.344,16149.818,12526.427,30070.17,9748.215,23595.422,14123.758,37393.824,3311.91,29498.545,7977.339,46701.96,6522.5127,36393.402,3152.311,45821.54,9722.927,48131.79,19186.197,49791.81
YMR080C,5990.3135,7060.4688,6607.3506,7763.286,25082.031,7592.572,6145.5127,31515.195,6392.4688,30233.762,3836.8342,28070.002,6610.4277,10141.524,6765.0293,47364.31,21246.236,26168.25,4663.6846,7990.406,3933.8315,30852.469,4752.59,25556.69
YKL112W,7131.666,6259.7246,7268.366,6741.037,63675,67732.9,8011.803,69410.69,8379.083,71642,7678.5938,68817.11,7478.9053,6223.552,7728.0405,77208.15,66511.016,72115.2,8100.33,69552.44,8030.9033,74519.21,8337.177,80577.89
YPL263C,3948.6416,10301.061,3426.7712,5596.2046,3037.3115,13327.282,4055.5645,11561.531,3483.534,12112.18,7026.581,14433.307,1430.612,12338.428,7116.46,13745.169,2517.8267,15111.831,3704.492,16282.233,4573.542,12771.888,6244.9634,14891.987
YDR320C,2152.7595,9504.281,1594.1609,2488.126,7988.4746,9586.617,3449.6177,9881.104,2201.5676,9420.7,9096.652,10181.344,3704.4214,11749.468,1824.4874,10553.546,2220.7515,10058.625,2489.2542,11776.979,3068.0764,10632.082,2693.9053,11565.462
YLR369W,4059.755,5318.778,3907.351,5311.564,5332.383,8905.898,4159.6025,5058.6147,4209.471,6635.439,4214.321,5610.999,4729.079,22962.422,4653.532,6046.005,3139.787,9633.279,3382.177,5223.496,3131.4963,5687.19,3589.5803,8219.488
YKL073W,13666.346,156440.61,13034.994,13898.44,18054.361,17584.555,16477.732,16141.348,18653.59,16101.746,19315.102,16086.529,16623.55,16645.96,17834.426,16447.676,17754.527,16935.979,18755.383,17125.994,17289.506,15130.811,18280.756,16678.244
YDR028C,7348.211,2425.5742,5260.8613,2596.5537,4176.3,2186.411,6142.795,2013.3651,1125.4144,2616.6023,6981.1016,55747.336,1429.7396,36128.05,6820.673,19075.168,1282.3322,20782.584,1190.1357,2710.8926,4482.6206,20990.078,1435.1267,3035.646
YKL135C,5362.7793,94965.67,6275.0923,101348.484,5640.8677,5384.3936,5729.1055,5693.2812,6477.199,5207.2754,5024.8228,108159.234,5268.95,119340.45,5176.245,110283.04,5216.791,108186.87,5495.6987,5352.1045,5204.1436,4896.17,5939.2383,5110.3325
YKL204W,6874.5737,151326.75,6263.439,8679.079,144834.36,9116.619,6792.2266,10245.422,8799.82,8806.53,8998.164,129691.91,8310.715,140832.53,8702.724,10144.202,7164.441,9830.334,8742.587,9705.932,7885.317,126038.516,9033.033,137762.27
YAL017W,3140.8284,22310.658,24910.672,26208.547,25370.02,27030.36,25933.396,2201.8123,3024.105,29806.021,3523.8535,28058.963,2850.6821,31200.514,2642.0342,1963.8114,2693.5552,29510.639,2746.8735,33077.72,3023.4644,2039.7471,2922.0269,32702.93
YNL021W,1657.0571,3426.596,1974.5414,3617.8643,2981.3215,3686.6104,2767.2725,3911.4854,3098.6328,3839.8574,4590.1533,3486.6313,3222.651,3309.6875,2097.6191,3298.9045,1724.4381,3199.5667,1959.942,3358.9646,3073.7546,2622.478,2642.5974,3707.0469
YHR156C,9594.832,5096.532,8991.623,4643.1006,4526.57,4401.07,11699.833,4313.6333,8513.419,7076.0317,8907.448,11872.166,10020.277,7512.568,9649.936,5543.4004,7610.907,5866.3545,8787.465,4586.7227,8849.378,12838.399,4710.607,5059.856
YJL081C,8471.966,4718.858,7102.8545,5901.55,4801.7603,9930.465,13624.351,6489.6543,9317.781,11836.057,13048.139,11552.899,10146.597,10686.548,2505.099,10897.809,4395.8647,7048.222,5768.2617,5515.139,10230.946,9904.924,12619.219,5383.797
YOR054C,5682.625,6625.373,5717.509,2798.8267,1686.5446,7716.276,6171.2715,3445.0264,1451.3912,8953.851,6216.7812,3638.3743,5624.338,3377.7524,5796.2217,7902.898,4947.0674,3345.455,5530.024,8568.514,5155.9907,3637.857,6123.6323,3543.1863
YMR044W,19623.002,19247.145,19222.549,21286.238,23981.617,29408.95,20296.81,22322.477,21158.86,21156.135,21136.85,1681.6641,20099.969,24571.576,20712.777,31142.48,19882.252,25694.354,20710.666,29960.035,19820.633,1657.6265,18371.023,1609.4789
YBL004W,380921.1,306115.53,200543.34,70346,179517.06,272542.88,367647.44,294350.3,303649.72,148621.75,46642.76,289216.94,324833.94,254933.92,281871.94,164187.39,328316.97,178446.81,336320,218028.12,347817.7,165921.5,134238.84,155527.39
YOR229W,34937.69,22158.93,39607.543,32884.176,35338.875,26736.129,40968.87,33516.914,48298.754,39562.887,14384.523,9222.161,36994.16,35815.863,35772.637,8991.84,36918.062,33803.15,49364.4,45113.355,47695.14,5062.113,8983.535,9652.977
YGR198W,8452.719,3321.6387,3421.421,4578.866,7897.085,8924.441,16820.246,3001.434,14323.492,4264.8076,3313.6826,5664.3213,3872.5679,6474.4478,4536.063,5889.1763,3298.0322,5886.241,4300.9844,9128.572,3546.18,3462.8352,4519.421,6286.992
YOR347C,16233.564,23746.193,27185.73,11290.448,11683.374,39872.844,64590.324,12202.73,12277.68,4718.8223,11123.467,11149.554,25420.676,10921.406,10875.674,10509.955,10962.237,10756.81,11549.869,11243.152,11087.504,10849.818,12427.301,21692.193
YLR142W,3352.0225,1774.8239,2312.1807,1747.1416,3424.6846,2593.721,8394.606,3148.8174,2741.087,4113.187,2369.6597,4289.3877,1765.9707,2449.8926,5156.8584,2422.996,4221.508,1849.9833,4847.586,3116.5376,1809.623,3802.6138,1738.2275,3531.7373
YDR229W,22348.934,24437.268,24657.416,29312.2,25003.496,3999.7869,25079.807,27785.432,25675.182,3772.5962,24931.264,3322.2148,25957.328,5681.614,28907.252,4699.291,24797.574,5576.0757,29057.21,36754.746,3347.563,2209.5093,2446.8604,3650.539
YEL015W,1950.5583,19176.658,1553.0697,22864.834,1290.4861,23727.562,22888.377,25105.637,23817.357,27262.209,23345.648,28225.883,21403.871,2671.562,21956.527,2654.6467,20405.244,2465.0557,22589.977,31663.107,1857.1693,2764.7551,1975.2968,2909.8394
YBR176W,1479.919,5977.3687,2651.1443,2731.151,2340.121,2763.0374,2619.334,7021.1836,2570.5918,7508.0015,6200.666,2951.475,6474.351,2638.7556,2251.6865,2923.127,4392.3145,2795.627,2834.0764,7110.4346,1989.9711,2797.1548,2771.3364,3236.5688
YOR291W,5605.9272,3116.7979,5717.5576,4624.199,5350.1494,4750.4126,6839.6875,7068.4004,6881.634,6809.4634,6392.9917,16289.271,5366.089,14419.353,5050.3867,4783.827,4796.1187,4714.384,6183.6064,17155.564,4321.12,4586.4956,5383.297,5816.329
