Name_Category,ESM356Leu_D_1_1,ESM356Leu_D_1_2,ESM356Leu_D_2_1,ESM356Leu_D_2_2,ESM356Leu_D_3_1,ESM356Leu_D_3_2,ESM356Leu_H_1_1,ESM356Leu_H_1_2,ESM356Leu_H_2_1,ESM356Leu_H_2_2,ESM356Leu_H_3_1,ESM356Leu_H_3_2,Clb2_D_1_1,Clb2_D_1_2,Clb2_D_2_1,Clb2_D_2_2,Clb2_D_3_1,Clb2_D_3_2,Clb2_H_1_1,Clb2_H_1_2,Clb2_H_2_1,Clb2_H_2_2,Clb2_H_3_1,Clb2_H_3_2
YFL045C,130415.55,133580.72,135635.36,108432.62,136594.9,124002.61,127813.42,107811.49,134812.38,94697.94,130955.97,85111.02,142157.38,100893.48,139502.19,104971.74,136901.78,106240.93,136011.8,108130.5,135957.5,101060.52,126702.01,94352.484
YGR248W,59602.86,50043.047,56160.773,40047.65,58513.938,41608.57,48758.39,33694.027,57688.29,44929.18,37612.645,37932.73,49909.1,51243.242,45843.664,41197.797,49904.125,44833.965,46908.734,41610.914,42120.33,35130.098,55363.625,34022.46
YOR098C,11377.41,6853.8076,12132.604,7219.837,12299.355,8950.828,9803.123,7498.998,10744.563,8314.2,7938.3394,7836.4756,10730.958,8354.455,11468.5205,7108.055,9069.089,8539.549,7577.4688,6890.6245,5013.2646,7327.5244,10177.347,8688.717
YMR272C,6583.7065,5931.0127,6091.9077,5376.3896,6168.102,4858.1113,5610.5024,5046.8867,5955.7925,5270.633,5019.9116,4326.6426,6102.367,4989.783,5715.441,4913.6855,5634.8413,5190.5967,5389.966,4772.642,5138.677,4477.1978,5386.5195,4409.1064
YDR264C,13229.079,10713.672,12954.072,12411.912,13204.665,11781.514,11500.628,11164.331,11525.268,10969.996,10359.783,8789.002,11926.526,10207.859,11311.908,10140.44,11889.126,10572.37,10673.791,9574.594,10543.969,8627.281,11830.873,9389.361
YPL232W,6003.5024,5851.4204,5963.198,5736.216,5536.7725,4026.7246,5252.7905,5154.0527,4631.128,3529.289,4544.1904,3751.504,5671.1084,4116.888,5874.6973,4826.5024,5532.0376,4442.8506,4584.3916,4137.3794,5339.1533,4580.541,5626.034,4725.7056
YDR141C,14253.311,11516.943,13230.254,13712.26,13812.698,13159.625,14026.386,10727.752,11632.908,12860.949,13702.678,8140.5645,13615.059,13407.458,12847.843,12756.078,14111.295,11966.322,12086.3125,10012.455,10940.965,9784.684,15513.723,12395.72
YKR067W,11014.412,9913.374,11373.171,11321.0205,12492.91,10453.894,11458.117,10399.922,11072.491,8764.55,11726.975,9144.636,11595.96,10435.97,10360.424,10420.434,10738.287,10332.05,9871.531,8677.884,8990.773,9467.331,11392.614,8745.269
YDR394W,27368.691,23583.223,27764.184,21598.691,27287.732,23066.422,28941.137,24307.807,15807.375,22183.879,28341.785,21950.396,28466.955,22411.648,27025.521,21986.885,26944.201,21946.738,29644,24986.848,27065.537,24716.723,25590.951,22105.355
YJL164C,6227.6797,4932.8228,6970.8184,6030.4375,6920.491,5356.012,5876.422,5298.4717,4739.4043,5738.3237,6866.926,4659.025,6867.666,4938.2456,6249.101,5166.3105,6491.044,5185.8086,5668.0454,4992.13,5673.089,4648.698,5764.3125,5360.1904
YLR396C,4548.7476,5477.956,6566.2876,5714.457,6790.9727,5071.512,6969.5977,6022.8276,4559.594,4190.09,6831.4556,5080.283,6498.2993,4823.7603,6512.335,5458.811,5863.4287,4810.8286,4264.3677,5353.7993,5929.231,4932.4663,6817.752,5425.21
YPL188W,6592.296,4323.361,6193.375,4575.6978,6204.2393,5450.3887,5855.493,5292.1733,6340.3936,4612.231,6118.6753,5611.8345,5625.426,4490.052,5795.891,4892.212,6199.951,4772.2803,6625.4224,5453.358,6098.0737,4671.3667,6374.9614,4858.6533
YPL061W,205237.39,161545.23,200086.92,152760.14,207522.73,164529.61,192042.55,159061.6,209407.56,147855.16,184599.1,161130.73,199593.39,150706.8,194114.89,152649.27,168632.2,155456.31,190661.4,150883.89,192370.81,172846.89,207426.7,160564.11
YKL127W,20364.365,13495.902,18277.453,12266.802,16936.594,11832.477,16803.805,11143.71,17891.238,13471.903,17024.328,12434.047,16682.521,12923.054,16445.967,14104.455,16777.754,11389.11,15600.504,12629.707,16560.682,13112.965,17760.746,13796.885
YAL016W,47975.793,35903.066,47748.86,33646.867,49790.684,37973.367,48140.207,36436.016,50659.812,33434.066,51869.016,36973.33,47195.113,37605.562,42132.85,32611.525,43075.652,32839.56,44388.734,37786.15,40293.582,35288.05,44974.71,34876.586
YDR051C,12591.122,9969.356,13415.103,9498.983,12520.416,9738.421,12226.014,9634.862,14227.047,9450.393,11873.884,7312.836,12130.095,8896.029,10580.517,8718.65,13174.577,10541.371,11993.943,10538.644,10477.35,9187.77,10566.554,9045.225
YJL041W,29846.668,15123.497,28104.238,16386.375,24765.99,16136.723,26931.88,15467.837,26006.352,17002.96,23927.02,15962.087,24930.594,15162.613,23059.021,17101.625,23701.629,15509.789,24017.793,16829.047,20080.342,17567.895,24144.021,17957.732
YDR502C,95209.95,58442.92,81840.695,54111.797,77636.375,51185.684,79122.26,55236.48,90061.81,57753.71,84472.76,57571.16,76386.375,50098.516,67810.36,48128.47,68890.875,51216.79,81282.73,62759.797,75508.125,58695.67,65724.78,59555.098
YKR002W,4986.838,3917.1611,5301.392,3139.6064,5369.658,3848.0542,5160.504,2849.8752,6322.782,3652.2773,4098.147,2943.8662,4700.672,2764.7017,4720.043,3029.9717,4588.209,3712.4473,4952.7314,3357.9773,3837.1267,3345.565,4824.94,3587.5378
YPL178W,16987.766,8279.544,11208.305,9624.586,16000.407,9642.561,15479.8125,10503.884,16480.582,9266.153,12001.17,8511.044,7315.207,8599.764,17581.994,9463.447,16433.043,10523.76,13024.3545,8408.434,13384.343,7532.359,16338.632,8975.229
YDR539W,4857.5933,2956.5415,4136.731,2442.0413,4156.062,2507.3416,5343.791,3272.0186,5472.031,2433.8892,4533.7266,2090.3196,4593.5664,2933.499,3979.8394,2831.8057,3939.1416,3217.3027,4149.8843,2950.397,4185.492,2688.2698,4524.754,2290.255
YNL004W,14410.342,4999.8633,14516.489,6610.7656,15612.242,14523.301,15224.606,13216.204,16890.002,7731.25,14966.263,6771.338,13836.046,6717.1387,8153.257,7500.1406,13282.538,12890.565,15482.234,7395.892,14932.492,6867.078,17350.799,8208.715
YNR007C,4662.006,2867.901,5476.4277,3322.6477,7969.684,3794.416,5190.6753,3783.727,6208.4287,3358.8562,3834.5757,3130.9429,4869.2295,3426.4885,4065.3462,2897.9233,6074.1465,3703.053,5356.603,4107.342,4642.754,2889.3228,4882.036,3744.474
YKL214C,16635.316,11046.957,19505.592,11719.288,18627.066,11155.804,19686.582,12400.343,19533.258,11361.318,18115.291,10280.239,12564.962,11039.756,18810.887,10436.327,18657.537,11152.531,20598.258,11972.7295,18472.88,19767.451,14478.508,12078.041
YOR271C,21906.123,17847.422,21543.234,13999.023,21785.451,19661.254,23770.826,13384.577,19768.734,12933.763,20577.2,14975.891,24327.777,18049.625,22824.385,17407.213,23387.197,15333.358,23822.756,15830.374,20448.225,14068.806,18202.605,11999.082
YBR283C,26851.701,22769.883,27797.348,17858.803,27714.928,20967.086,27067.21,17561.5,31352.762,18088.523,28416.043,16494.889,26156.922,22348.463,26970.451,22226.79,27623.766,20993.781,29021.604,19138.75,26614.31,17714.756,25417.059,17929.932
YMR038C,18467.645,17085.951,19811.152,12330.944,20525.262,18170.693,21179.893,13490.626,24234.713,13865.833,19827.057,12523.475,21112.738,17341.873,19188.145,15395.283,20765.576,14362.724,22341.176,14801.671,23352.541,13831.607,18387.65,13115.22
YJR139C,247971.38,246795.86,245001.97,149719.08,242296.47,216556.8,266335.25,169965.75,247506.83,142337.77,224554.25,152406.77,228764.55,174039.73,221981.56,148772.64,234476.77,183830.56,257702.28,179579.72,256805.64,164952.34,184251.39,148047.47
YDL237W,9574.0625,7838.8955,10598.765,6918.8545,9586.078,7679.7964,11745.6875,6964.7075,10949.396,6630.731,9169.209,5584.038,10142.656,7014.8613,8845.521,6831.075,9283.906,6438.788,9872.959,7175.539,8548.506,5799.892,7318.929,5116.172
YOR317W,87860.836,74694.195,92644.98,47392.63,96459.08,62875.47,95914.82,57121.82,100863.38,50594.168,86430.945,46205.164,87621.484,50961.043,86388.45,49614.992,91126.984,67013.47,91293.56,60051.54,83893.39,51476.65,71282,52799.35
YBR094W,3963.624,3425.0022,4467.5654,2417.2078,4193.857,3056.1655,5354.357,2845.3787,5771.868,2764.4978,4328.329,2460.5337,4273.933,2804.4194,3867.4463,2557.8623,4278.433,3295.3281,4480.9707,2903.0518,3924.535,2373.7056,3250.7998,2373.1064
YPL154C,418692.4,437079.4,450917.2,271551.38,556189.94,442931.9,447203.72,306716.97,558197,284360.78,485263.44,262062.3,464163.22,324771.44,442218.12,249951.9,479133.5,318344.53,462948.34,314587.2,471267.7,218942.8,352731.8,232375.22
YKL081W,225509.88,220568.97,266092.94,139975,260369.4,193864.72,264075.3,153654.03,280145.53,144187.64,234372.9,149376.05,226818.66,192100.03,214570.16,182542.84,266277.44,167310.83,239188.31,160191.06,266242.1,145634.66,208194.47,138677.9
YNL160W,297915.62,306179.7,300715,202239.66,271848.2,270459.72,308949.94,201768.62,329450.47,204701.5,277674.25,167224.08,280953.2,230864.78,254173.98,185265.12,288978.47,170405.94,323627.88,209560.25,281170.28,169901.92,231518.66,209969.23
YER136W,44562.54,52914.43,51248.1,33782.047,47947.504,39211.133,45050.305,31682.896,59906.984,33781.59,44972.594,29915.545,51341.5,36957.934,46195.473,29645.97,51512.7,33655.812,55698.824,35128.16,45540.383,29266.629,39427.18,34054.312
YLR438W,114382.61,113782.85,133549.69,80835.875,126518.016,118172.125,135257.02,89314.84,140093.28,90362.984,126559.875,84197,129887.85,88967.695,118390.83,81390.516,125457.8,102798.05,141902.83,101042.22,136307.44,88846.25,102942.195,90405.11
YCL043C,288346.38,237374.6,299314.3,188620.58,338526.25,215934.27,273421.25,186222.25,299682,206644.62,296594.4,185394.19,276090.7,198219.28,282528.16,171176.84,300458.38,215363.94,295520.94,210854.78,282548.5,194084.02,227105.8,213060.56
YNL173C,21032.777,17388.283,24196.734,16597.236,24087.59,17071.67,24525.426,16062.246,26651.469,16916.826,25944.336,13732.556,22770.922,14834.441,22714.854,13986.853,24622.316,16110.619,24829.027,15874.672,19657.035,14372.082,24522.684,14903.146
YDR368W,71730.625,54199.312,82144.19,53120.773,88977.766,62521.625,91185.41,57686.984,91339.63,52278.516,83722.086,49909.19,82080.984,55365.74,79570.2,51012.844,88466.055,59744.977,89369.06,60007.363,79016.836,51325.934,66245.67,52147.76
YER094C,48104.25,38995.96,62103.96,37887.594,63756.56,51987.137,61833.78,40848.1,62300.855,41586.33,62033.418,35562.08,58426.043,35835.254,57022.26,34333.547,61714.32,40762.656,64639.477,41578.758,56812.312,35505.38,47149.1,39058.793
YHR052W,9366.352,8283.276,9221.373,6243.1987,9304.227,7597.6562,10423.434,7067.0684,11391.17,6667.8086,9894.398,6004.202,10057.582,6684.802,9308.594,4593.9966,10227.047,7214.352,11028.554,7441.1514,10418.869,7161.846,8180.3184,7033.337
YOL058W,374900.4,338945.2,477260.25,288028.22,449231.44,369775.06,481924.56,305806.75,579722.9,321939.4,539473.8,333006.22,504449.12,324900.38,476208.44,321819.34,478499.12,335868.78,576632.4,354432.84,544140.1,358988.06,451459.66,344252.2
YAL044C,49980.777,46440.375,62617.137,42320.992,82188.82,34617.47,81442.49,48173.375,84506.38,40380.445,88147.52,36891.734,81597.734,41300.355,79371.98,37083.4,68356.6,42989.992,95306.28,41500.656,95641.36,45075.73,70182.99,47571.74
YGL206C,74482.76,58051.547,83763.93,60575.61,79379.25,66247.02,84030.09,61621.32,88691.016,61194.383,75949.72,57815.344,72683.02,59287.043,75096.805,57360.934,78236.98,61438.445,92073.11,60345.35,72311.04,54267.094,67387.51,59925.29
YLL001W,14220.824,10640.33,15131.246,10859.211,15810.849,12433.266,15713.711,11120.154,17959.37,11828.523,14730.982,11067.225,15506.148,11053.081,14631.273,11033.463,15133.2295,11947.1,15425.752,12878.592,15294.002,10924.34,16700,12796.047
YBR169C,54662.65,44538.855,59240.01,41108.273,63255.203,46429.523,61487.74,45700.953,68868.3,46940.465,66502.44,39746.906,57565.02,43244.918,54847.53,40819.582,59152.49,49123.336,63006.555,48029.504,58132.332,40068.297,58491.457,50757.227
YDL066W,117412.67,92795.68,127927.81,92033.016,150363.06,99791.84,130399.95,90523.39,143975.55,94629.4,140001.28,90514.164,135204.69,107047.91,133444.12,107164.12,139995.66,111190.05,149243.94,111588.95,132714.39,104632.375,124219.49,102365.11
YJR121W,477963.44,388476.5,488544.25,376731.78,495965.06,337745.47,482973.94,388281.97,513828.5,403102.6,511242.2,371511.25,506269.72,362363.56,486543.44,373756.7,485353,380501,478446.6,392121.5,477885.25,359274.8,431456.8,397787.25
YMR241W,65152.14,56456.56,69652.45,48561.293,70816.54,49329.066,67399.2,53612.383,75423.95,50365.28,67435.8,47936.016,69309.66,48862.992,68957.63,54202.14,71387.555,53651.02,69810.37,53142.414,66463.4,50730.477,62211.414,54229.047
YFR037C,16042.852,13093.21,18646.473,13415.217,19465.652,12839.193,16464.014,13850.255,18866.396,14248.0625,16963.568,12910.742,17789.402,12707.856,17959.662,13624.011,17665.096,13781.486,17429.107,14036.162,15590.591,12921.816,16435.635,14992.387
YLR061W,231317.47,180882.44,244729.53,185165.19,267021.25,201964,249420.03,170713.47,279523.3,187032.56,282452.47,213548.14,267471.7,199290,269384.62,211381.56,264919.94,184931.81,259563.86,204128.44,230679.06,225638.53,253166.34,236440.19
YNR050C,93481.84,81930.19,104899.86,82051.02,119458.17,90958.59,106411.85,80309.195,115669.875,88952.55,108997.61,84485.44,109988.055,87473.4,106719.15,87639.82,107925.375,85592.66,105267.16,92033.2,93265.66,84776.984,99730.74,96616.44
YLR259C,204743.52,184469.98,217513.44,166427,231379.06,195563.66,226638,177097.34,240906.33,185788.31,232627.62,176517.25,255168.81,191444.38,240247.88,208352.5,227791.27,188597.78,248875.28,192545.72,241048.88,188139.5,247082.97,203972.53
YML092C,59684.695,54321.1,64659.875,50718.703,68690.836,56351.742,68114.84,53961.99,72579.84,53808.375,65833.516,52999.008,67705.11,49650.07,71603.766,51458.45,62483.938,56124.316,52711.016,57475.617,65619.65,51613.508,67678.54,52280.543
YLR203C,7141.4453,7400.9395,7290.2856,6982.0933,8727.501,7802.3647,8335.992,7144.2397,9291.588,7146.7656,8750.285,8058.175,9856.541,5798.6387,9568.482,8604.659,9526.493,7558.1177,9052.516,7926.533,7808.354,6012.744,9001.965,6042.683
YJL087C,4131.806,2825.79,3761.1567,3565.289,3476.1516,2562.8306,3638.429,3504.0874,4329.4844,3037.6904,3859.9495,2819.08,3945.6826,2435.1462,4250.17,3420.1633,4079.2837,3204.057,3543.8916,3321.8875,3780.0486,2838.781,4507.017,3711.3823
YBR034C,5462.316,3374.764,5845.67,4784.0923,5021.754,3444.3555,5536.8555,5106.684,5931.794,4871.992,5791.235,5345.582,5698.031,4403.889,5602.2046,4202.715,4992.8066,4724.3457,6896.399,4262.881,5722.976,4863.918,6054.0293,4479.6567
YGL082W,11485.693,6257.8115,13159.037,11799.256,11667.055,8053.8257,11517.5,8251.42,13936.713,8166.043,10443.885,10486.766,14417.534,10249.016,10923.004,9556.998,11936.041,8259.5,14404.558,9940.395,10591.728,11749.307,14974.538,10567.631
YOL032W,8415.695,5822.95,8621.563,6477.0273,9913.709,6607.639,7440.117,6568.5054,8601.442,6838.0723,9213.451,5906.398,8672.848,6516.3613,9431.324,6478.4644,8569.384,6847.2524,9477.986,6634.878,9272.155,6442.177,10380.172,7170.6787
YHR009C,3891.7551,2456.7974,3832.4468,1988.4493,3163.9324,1503.5983,3256.0198,2291.6423,3736.4888,2182.8772,3232.71,1959.7317,3583.191,2355.7163,3261.4292,2134.2427,3724.2778,2205.8047,4024.3086,3025.121,2904.5854,2598.8945,3442.431,1822.7716
YDR165W,3334.9995,2278.5112,3293.5835,2053.9583,3045.7373,1881.5387,3626.3184,2298.3384,4664.986,2389.2256,1768.527,1945.5918,3508.3657,2714.695,3377.0352,2467.2402,3754.6667,1945.2704,4405.249,2829.8362,3266.4138,2887.8213,3609.933,2226.6426
YDR453C,15043.521,11357.889,15157.952,10682.772,12867.632,7800.23,15241.836,12088.378,15376.433,10784.803,11307.892,9714.765,16807.307,9470.066,15981.647,12031.784,15576.3,11953.637,16529.266,13141.156,14075.844,11180.295,14593.439,7982.491
YCR090C,3053.1167,2992.0146,3909.8342,2340.9917,3322.0186,1705.066,4346.025,3437.4556,4146.812,2612.8845,3890.3013,2433.9727,4431.621,3245.7515,4100.7915,2888.478,3811.4937,3379.1797,4662.563,4168.0757,4405.911,3488.2651,3717.5972,2083.9749
YNL208W,48055.105,34756.94,54068.355,27314.732,40455.227,32515.383,42413.934,29710.928,46127.51,25272.053,44671.562,32129.227,56814.54,40929.316,48201.613,33792.008,48330.89,35026.613,50417.496,38285.21,51465.543,35541.383,43803.734,33354.91
YIL018W,178812.08,92934.45,212889.33,93884.55,192243.89,124002.39,185533.05,140640.69,178671.38,115310.11,183205.66,130275.69,205609.9,156465.81,240811.1,104802.86,200539.31,163819.69,233492.25,171850.31,213606.4,144641.8,171479.28,136763.28
YKR056W,1905.7344,1178.9965,3130.3564,2367.985,2296.253,2689.6606,2950.7727,3397.9631,2891.4727,1747.5562,2777.936,1454.9124,3624.8662,2817.1768,3645.7249,1342.2188,3259.788,1412.22,3720.0825,2406.3376,3540.4167,2041.8828,3273.5815,2056.1465
YCL052C,3823.206,2846.8872,4153.884,3087.5247,3893.6191,2823.4578,3748.2627,3061.8828,4060.3262,2842.595,3594.6206,2563.319,3736.2966,2224.3848,3625.2383,2848.504,4055.2427,2639.735,4112.5903,2854.9146,3956.753,2637.6157,4257.6133,2610.7063
YMR264W,4154.4907,3074.124,4259.5273,3371.454,4533.241,2599.9575,4029.5537,3130.773,4754.61,2621.7383,4144.104,2442.556,4504.3486,2556.4224,4669.0166,3600.822,4972.918,3426.594,4758.459,3146.1184,4791.842,2953.855,5535.9326,2934.0815
YDR035W,83986.93,68095.03,90721.8,67949.71,100723.984,62596.49,108156.71,70534.45,116372.87,78507.46,100099.52,73450.34,98043.484,66596.4,104212.12,66348.59,97481.91,59965.86,106751.75,85016.86,104591.46,74572.66,110498.86,74010.71
YPR010C,11910.115,10194.311,17912.129,10926.531,17361.854,11137.073,17286.055,11962.594,18240.242,12359.354,16805.984,10996.613,13633.5625,10852.578,18099.309,11315.922,18333.732,11126.535,18033.14,11653.365,17944.963,11503.93,19389.04,13324.219
YHR024C,10673.156,9404.387,15317.15,9935.113,12068.974,9538.388,12173.199,10409.177,15074.171,11147.3545,11270.289,10429.839,16073.892,9670.2705,13717.642,10684.027,16178.232,10669.843,15715.337,10416.152,16145.594,10521.735,18143.123,11283.421
YBL036C,6437.9663,5066.9717,7457.128,6108.1064,7429.843,4834.728,7523.301,6370.493,7378.715,6371.8916,6746.045,5371.7705,7249.3037,5406.4355,7681.036,5252.918,7063.57,5024.497,7687.8555,6717.4014,7345.2456,5392.0024,8112.4893,5657.4087
YOR272W,7654.835,8409.309,8743.105,7369.934,9938.412,5260.5146,7887.978,8515.86,10273.987,7823.974,9198.107,7953.2285,10237.918,10293.761,11285.866,5737.8135,10781.59,5504.143,10901.748,8235.635,9843.927,7592.0815,12230.79,7996.395
YGR199W,5470.591,5020.467,6320.3447,5092.5347,6180.038,4467.565,6467.153,6002.7217,6307.9795,5230.6797,6021.4814,5054.898,6632.863,4606.8296,6083.02,4636.9316,7259.753,4965.908,6909.113,5683.926,6000.14,5436.444,6181.09,5201.827
YFL004W,20552.826,16668.709,21069.127,17531.648,22582.871,11544.578,12654.26,17006.668,20222.771,16428.488,20725.953,18024.303,21312.338,11517.768,11118.009,9664.326,20306.418,10425.295,20742.164,18301.996,19880.398,10319.605,20097.383,15944.324
YJL031C,4974.328,4937.3804,5530.299,5131.4717,5324.489,3915.7166,5460.609,5260.9517,5854.2324,4265.427,5543.452,4170.582,5804.913,2825.9302,3516.5703,4650.031,5709.389,4575.9937,5746.816,4635.4595,4952.334,4170.1777,5952.245,4139.081
YOR275C,18914.516,15900.037,17371.3,18032.668,18394.072,17690.049,20129.365,17869.041,22667.826,18979.504,15829.186,14684.383,19570.326,13010.634,14959.048,15814.723,30037.443,17118.35,17795.158,14597.764,18119.725,11987.374,20408.49,16971.205
YOR211C,2602.9722,2019.2107,2367.8413,2399.812,2796.9673,1629.4419,2725.9229,3153.6582,2900.2012,3435.5894,2632.4333,1745.5358,3028.4307,1477.7008,2666.2524,2448.3022,3017.6816,2738.3784,2756.1462,1582.5228,2395.9714,1735.9215,3064.4946,1623.1149
YJL080C,160519.03,144343.39,143059.38,133262.98,157555.98,141563.14,145019.89,135252.61,154552.12,136319.19,155771.06,147270.5,153061.08,138290.66,156754.62,96800.57,160409.56,146750.06,155384.75,95412.49,159602.02,97310.64,150478.8,99491.92
YER014W,8310.626,7176.444,8198.384,6605.8804,9461.862,7210.6484,7732.3135,6866.2,8920.332,6984.824,8406.166,6583.998,8957.635,6119.7075,8995.924,5384.4775,8293.7295,6322.9746,8051.0996,5156.299,7790.3945,5620.376,8853.131,7076.124
YGL173C,37579.688,22719.383,28723.004,27710.518,42391.223,27853.273,34347.45,27542.807,35396.316,27210.86,38475.906,28689.637,41226.13,27434.855,28384.898,24750.555,44036.266,30865.043,34494.68,28121.113,29142.79,25050.514,31774.012,27997.652
YLR088W,2284.3594,2158.6724,2601.3416,2421.6392,3516.3904,2239.979,2542.339,2275.3542,2883.1982,2200.5781,2454.8132,2044.2454,2511.6296,1729.6431,2648.766,1968.7703,2833.0178,2307.0015,2688.8132,2102.5532,2589.9077,1946.5955,2555.7402,2050.1782
YDR529C,66522.68,59828.445,69112.09,51798.96,73256.125,61741.336,79211.33,60770.766,92918.55,63991.08,87956.516,59483.887,70627.02,53231.668,62187.65,51674.32,64177.188,52260.543,71872.33,64322.49,76722.05,54295.72,67133.04,61567.49
YIL091C,2712.4214,2527.4763,3119.5042,1853.1199,2954.273,2595.3433,3262.4968,2135.4768,3964.9436,2480.2903,4345.52,2116.019,3106.7864,2096.654,3057.663,2197.9546,2846.4937,2265.4956,2989.5752,2701.6277,3629.3335,2440.6677,3527.8965,2606.35
YMR120C,83270.36,83726.67,96447.91,68051.484,107885.9,75238.02,114763.305,85261.19,128642.46,86299.58,122394.47,93917.27,100991.61,67804.64,95444.15,74400.92,102209.305,77192.586,116534.69,89303.09,113193.09,84206.586,97234.555,90641.05
YJL088W,87475.95,83963.16,107878.16,87596.19,119189.73,103641.74,112376.22,85486.44,120337.89,86836.09,129894.4,93071.11,119183.85,79146.49,124779.36,80048.305,115112.484,82017.055,135902.86,96670.91,124539.016,93026.38,110930.96,84950.06
YMR029C,2187.5562,3698.7212,4347.6436,2950.0095,4179.9043,3455.1807,3736.868,3415.723,5350.2236,2898.3506,4501.1963,2698.0747,3238.0383,3201.7715,4268.818,2595.6936,4196.5693,3495.0713,3875.3174,3099.3357,4275.1357,1951.7289,3065.89,3240.1333
YPL013C,3084.3784,3118.6963,3115.9912,2620.7227,3188.8782,2675.2646,3340.9727,2702.994,3668.8691,3103.1719,2957.1143,2598.3442,3139.5576,2468.2788,3314.0073,2642.0955,3303.8682,1763.2517,3381.1416,2775.256,3230.591,2297.6157,3535.4832,2986.958
YKL126W,9909.238,9600.422,10434.425,8982.524,10607.206,9270.527,10600.611,9939.784,12015.873,11032.049,11412.983,7464.1025,10284.311,7747.1963,9942.023,7964.725,10591.127,7620.383,10477.3125,7941.8228,9755.634,6053.9688,11129.8125,10679.296
YDR330W,4566.6465,4499.938,4457.917,4368.176,5017.561,4116.983,4654.463,5293.121,5728.439,4683.3276,4350.454,3714.5386,4843.549,4156.6626,4894.658,4411.368,4847.356,3650.7832,5202.9624,4027.6223,5020.5117,3380.3926,4797.9585,3926.3157
YLR147C,8594.488,7156.175,9055.354,8376.155,8980.628,7099.704,9322.897,8608.045,9920.494,7723.32,8880.887,7825.663,8982.415,7296.0527,8605.363,8000.182,8804.401,7490.268,9350.82,7585.2915,9162.796,7784.4595,9751.3125,7256.476
YGL231C,5961.1846,6516.379,8141.619,7331.3506,7485.6313,6325.793,7405.4385,7212.8184,7994.643,6951.723,7461.6533,5909.898,7690.389,6029.806,8051.8447,6573.339,7968.823,6542.782,8143.73,6204.117,7029.246,6074.9297,8075.4395,6283.7207
YPR118W,15941.227,14501.704,15947.723,14590.299,17792.58,14288.885,14964.021,13613.61,15228.42,15639.299,16840.895,12979.578,15710.744,12944.291,16294.003,13400.882,16055.533,13488.808,15092.674,13037.305,15452.828,12809.447,18118.07,13701.6875
YJL030W,4697.0024,5140.711,5658.6914,4876.1533,5953.379,4940.1274,4924.0137,5254.502,5100.9336,5294.8125,5524.4443,4186.302,5800.8286,4471.7876,5401.5073,4228.8145,5776.172,4672.6787,5013.58,4713.905,5233.8755,4249.6006,5820.2544,4284.587
YLR354C,446186.72,406627.44,484059,398801.3,474120.22,452578.03,459326.97,423392.06,438213.88,424791.06,479755.8,410913.56,484979.12,407275.47,473735.6,406405.6,475830.53,409131.25,469681.7,429081.2,466687.94,427018.6,488410.75,434090.06
YDR304C,74862.08,62730.273,76606.72,69435.5,64734.742,53509.91,70260.266,64460.97,66506.28,53107.957,65487.918,60044.867,65609.19,66705.3,64763.13,65814.24,71102.63,65607.84,75892.74,72795.86,72354.09,70259.7,60396.33,52149.72
YKR076W,10387.324,7271.1606,8679.233,6410.326,10429.806,6958.2793,8433.261,8159.2666,7401.468,7361.1836,8456.065,5704.772,7743.906,7481.8154,8477.988,7439.724,7895.962,8630.084,9082.162,9230.304,7801.807,5755.661,6959.4824,6341.145
YBR202W,5013.22,3946.242,5035.3584,4703.836,5228.3247,3140.6711,5736.54,5586.4917,5036.3047,3643.7793,4314.5522,3682.421,4653.2764,4130.622,6029.1865,3571.6528,5306.297,5237.9927,4632.1206,5295.962,5181.4917,4398.133,3839.7861,3115.4453
YJL117W,5639.803,6053.046,6773.535,5341.3213,6505.292,5463.5254,6294.668,5415.877,6091.106,5129.4,6919.7676,5481.3906,6199.4814,5392.0083,6923.4585,5787.1514,5879.5005,6289.554,6624.801,6573.4336,5968.48,6133.9404,4831.0654,3262.5054
YOR259C,22519.09,15989.086,21654.523,19179.697,19834.604,16194.378,23001.969,20277.174,19380.273,18496.934,20698.852,16997.7,22368.332,16711.34,19469.629,16055.566,19569.602,15972.369,17509.084,18655.803,21084.326,16914.73,20014.738,16822.393
YDR084C,4874.3613,3650.2156,5009.1123,3738.393,5093.3257,4162.22,5364.948,4641.5703,5436.4585,5370.7153,5248.362,4306.955,5707.3433,4399.23,5571.7217,3441.8604,4824.156,4376.448,5179.698,4972.5923,5300.076,4152.9,4586.3457,3961.5386
YEL002C,33126.934,25749.16,35698.016,29001.727,35429.56,29915.438,34457.258,28731.965,33890.3,27336.34,34969.406,27453.855,33946.72,32232.562,35087.79,26659.344,31645.07,28074.79,31963.232,29607.273,32207.203,30155.486,30659.18,28647.262
YDR487C,23695.727,20406.824,22525.363,21234.637,25217.795,19942.889,25283.568,22043.203,24757.129,20770.027,24759.12,19838.123,23593.418,20953.242,23340.709,21097.455,23442.049,21193.098,23394.537,21668.863,22135.252,22376.693,22515.238,19277.15
YML086C,27752.832,25224.268,29885.125,24751.492,29065.125,23914.47,30096.879,26420.197,31808.59,26169.05,29284.71,24685.086,29066.371,25028.945,28389.258,26416.83,29688.223,26317.727,29185.389,26795.484,28107.195,27170.514,26125.137,25807.004
